group_id,leader,member,modify_leader,image_url,label,canonical_leader,brand ,name ,package,promotion
12983,covid19 rapid flow test kit 1,covid19 rapid flow test kit 1,Yes,,TRUE,covid19 rapid flow test kit 1 unit,,Covid19 rapid flow test kit ,1 unit,0
13146,croco cracker pizza,croco cracker pizza,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/07963cc978baabc0ced2e0fec94617d0/b4facf495c22df52f3ca635379ebe613.jpeg,TRUE,croco crackers pizza 400 g,Croco,Crackers pizza,400 g,0
13202,crumpton oak dry cider 2.5 l,crumpton oak apple ciderr 2.5l,No,,TRUE,crumpton oak dry cider 2.5 l,Crumpton oak,Dry cider,2.5 L,0
13199,crumpton oak farmhouse cider2.5ltr,crumpton oak farmhouse cider2.5ltr,Yes,https://d1ralsognjng37.cloudfront.net/e22fcd16-c343-4139-88e5-932943d4dcbe.jpeg,TRUE,crumpton oak farmhouse cider 2.5 L,Crumpton oak,Farmhouse cider,2.5 L,0
13203,crunch,crunch,Yes,https://d1ralsognjng37.cloudfront.net/9770d82b-2485-44e7-8132-54d0c5f7ee04.jpeg,TRUE,crunch chocolate 1 unit,Crunch,Chocolate,1 unit,0
27684,crunchips salted xcut crisp 150g,crunchips xcut salted 150g,No,,TRUE,crunchips salted xcut crisp 150g,Crunchips ,Salted xcut crisp ,150 g,0
27684,crunchips salted xcut crisp 150g,crunchips xcut salted crisp 150g,No,https://d1ralsognjng37.cloudfront.net/7070b3a8-efa8-4861-b6ed-ffa53d30a5de.jpeg,TRUE,crunchips salted xcut crisp 150g,Crunchips ,Salted xcut crisp ,150 g,0
27684,crunchips salted xcut crisp 150g,lorenz crunchips x cut salted 150g,No,https://d1ralsognjng37.cloudfront.net/2a0a5f19-6efe-460c-9cd1-6d610ceff757.jpeg,TRUE,crunchips salted xcut crisp 150g,Crunchips ,Salted xcut crisp ,150 g,0
13272,cucumber,cucumber 1,No,https://d1ralsognjng37.cloudfront.net/e2d175ff-afc2-4b52-a5ff-b144cb007c0f.jpeg,TRUE,cucumber ,,Cucumber,1 unit,0
13273,cucumber 1 each,cucumber 1 each,Yes,https://d1ralsognjng37.cloudfront.net/1e6c379d-d168-4779-a315-671830e16676.jpeg,TRUE,cucumber 1 unit,,Cucumber,1 unit,0
13277,cucumber single,cucumber single,Yes,https://d1ralsognjng37.cloudfront.net/18453fe0-c6ed-4575-b7bd-2165db2ee7a4.jpeg,TRUE,cucumber 1 unit,,Cucumber,1 unit,0
13317,custard doughnut 5pk,custard doughnut 5pk,Yes,https://d1ralsognjng37.cloudfront.net/e2f2bdae-36fd-4ab1-bad3-21ab45d7ea63.jpeg,TRUE,custard doughnut 5 untis,Custad,Doughnut,5 units,0
13329,cutters choice extra fine tobacco 30 g,cutter choice extra fine 30 g,No,,TRUE,cutters choice extra fine tobacco 30 g,Cutters Choice ,Extra fine tobacco,30 g,0
13329,cutters choice extra fine tobacco 30 g,cutter choice extra fine t and t 30g,No,,TRUE,cutters choice extra fine tobacco 30 g,Cutters Choice ,Extra fine tobacco,30 g,0
13362,d esperados beer bottle 650ml each,d esperados beer bottle 650ml each,Yes,https://d1ralsognjng37.cloudfront.net/b1f2f34a-dea4-4bbf-8143-5513d05866ec.jpeg,TRUE,desperados beer 650 ml,Desperados,Beer,650 ml,0
13378,daily fresh white 6rolls,daily fresh white 6rolls,Yes,,TRUE,daily fresh white 6 rolls,,Daily fresh white,6 rolls,0
13388,daim 28 g,daim 28 g,Yes,https://d1ralsognjng37.cloudfront.net/02596d5d-2bbd-4893-8d51-30d8977aa658.jpeg,TRUE,daim chocolate 28 g,Daim,Chocolate ,28 g,0
13391,daim bar 28 g,daim bar 28 g,Yes,https://d1ralsognjng37.cloudfront.net/551e375c-32eb-4e62-9907-844eb984958c.jpeg,TRUE,daim chocolate 28 g,Daim,Chocolate ,28 g,0
13411,dairy milk 95 g,dairy milk 95 g,Yes,https://d1ralsognjng37.cloudfront.net/b7d109a2-6912-4ae8-8dd4-773c8da5adfe.jpeg,TRUE,cadbury dairy milk chocolate 95 g,Cadbury,Dairy milk chocolate,95 g,0
13444,dairy milk original,dairy milk original,Yes,https://d1ralsognjng37.cloudfront.net/7aebb3ca-7218-467d-8204-e91eb6d2c819.jpeg,TRUE,cadbury dairy milk original chocolate 1 unit,Cadbury,Dairy milk original chocolate,1 unit,0
13480,dairylea dunker jumbo,dairylea dunker jumbo,No,,TRUE,dairylea dunker jumbo,Dairylea,Dunker jumbo,4 units,0
13480,dairylea dunker jumbo,dairylea dunker jumbo x4,No,https://d1ralsognjng37.cloudfront.net/6a0a2fbe-7edb-4dcd-8b5a-1913e3bb3d3e.jpeg,TRUE,dairylea dunker jumbo,Dairylea,Dunker jumbo,4 units,0
13505,dairylea lunchables ham & cheese,dairylea lunchables ham cheese,No,https://d1ralsognjng37.cloudfront.net/62b1b4da-4f0b-485f-aa38-22348f52cd72.jpeg,TRUE,dairylea lunchables ham & cheese,Dairylea,Lunchables ham & cheese,10 x 74 g,0
13505,dairylea lunchables ham & cheese,dairylea lunchables ham cheese pm,No,,TRUE,dairylea lunchables ham & cheese,Dairylea,Lunchables ham & cheese,10 x 74 g,0
13502,dairylea lunchables ham cheese 10x74g,dairylea lunchables ham cheese 10x74g,Yes,https://d1ralsognjng37.cloudfront.net/8beafbd5-ac7f-457f-8b0d-99b694168004.jpeg,TRUE,dairylea lunchables ham & cheese 10 x 74 g,Dairylea,Lunchables ham & cheese,10 x 74 g,0
13538,danish sizzle unsmoked back bacon 8 rasher,danish sizzle smoked back bacon 8 rasher,Yes,https://d1ralsognjng37.cloudfront.net/bc937d12-2d93-4987-81ad-f7e7a761b7b2.jpeg,FALSE,danish sizzling smoked back bacon 8 units,Danish,Sizzling smoked back bacon,8 units,0
13538,danish sizzle unsmoked back bacon 8 rasher,danish sizzle unsmoked back bacon 8 rasher,Yes,https://d1ralsognjng37.cloudfront.net/fcbd9f49-c933-4551-9c7c-92966a5a3fd6.jpeg,TRUE,danish sizzling unsmoked back bacon 8 units,Danish,Sizzling unsmoked back bacon,8 units,0
13543,danish sizzling smoked back bacon 250ml,danish sizzling smoked back bacon 250ml,Yes,https://d1ralsognjng37.cloudfront.net/e72ac49c-111b-4526-bafc-77815efc182a.jpeg,TRUE,danish sizzling smoked back bacon 8 units,Danish,Sizzling smoked back bacon,8 units,0
39614,danish sizzling smoked rashed back bacon 250 g,danish sizz smoked back bacon 250g,No,,TRUE,danish sizzling smoked rashed back bacon 250 g,Danish,Sizzling smoked back bacon,250 g,0
39614,danish sizzling smoked rashed back bacon 250 g,danish sizz unsmoked back bacon 250g,No,,FALSE,danish sizzling unsmoked back bacon 8 units,Danish,Sizzling unsmoked back bacon,8 units,0
39614,danish sizzling smoked rashed back bacon 250 g,danish sizzle unsmoked back 250g,No,https://d1ralsognjng37.cloudfront.net/2ad17ee4-110b-4398-b363-93cd00f86783.jpeg,FALSE,danish sizzling unsmoked back bacon 8 units,Danish,Sizzling unsmoked back bacon,8 units,0
39614,danish sizzling smoked rashed back bacon 250 g,danish sizzling smoked bacon 150g,No,,FALSE,danish sizzling smoked bacon 150 g,Danish,Sizzling smoked bacon ,150 g,0
39614,danish sizzling smoked rashed back bacon 250 g,danish sizzling unsmoked back bacon 150g,No,,FALSE,danish sizzling unsmoked back bacon 150 g,Danish,Sizzling unsmoked back bacon,150 g,0
39614,danish sizzling smoked rashed back bacon 250 g,danish unsmoked bacon 150g,No,,FALSE,danish unsmoked bacon 150 g,Danish,Unsmoked bacon ,150 g,0
39614,danish sizzling smoked rashed back bacon 250 g,sizzling back bacon smoked rasher 150g,No,https://d1ralsognjng37.cloudfront.net/fc7ae94c-82bf-4a1b-b342-b5a58e55f930.jpeg,FALSE,danish sizzling smoked bacon 150 g,Danish,Sizzling smoked bacon ,150 g,0
39614,danish sizzling smoked rashed back bacon 250 g,sizzling back bacon smoked rasher 250g,No,https://d1ralsognjng37.cloudfront.net/94563e79-9ccd-46e1-ac92-8f3b9f49a41f.jpeg,TRUE,danish sizzling smoked rashed back bacon 250 g,Danish,Sizzling smoked back bacon ,250 g,0
39614,danish sizzling smoked rashed back bacon 250 g,sizzling back bacon unsmoked rasher 150g,No,https://d1ralsognjng37.cloudfront.net/7eee1321-2ee2-46b8-8484-34f89be06bb0.jpeg,FALSE,danish unsmoked bacon 150 g,Danish,Unsmoked bacon ,150 g,0
39614,danish sizzling smoked rashed back bacon 250 g,sizzling back bacon unsmoked rasher 250g,No,https://d1ralsognjng37.cloudfront.net/645db01c-e38d-4ed6-a1df-3e594e10b1d5.jpeg,FALSE,danish sizzling unsmoked back bacon 250 g,Danish,Sizzling unsmoked back bacon ,250 g,0
13633,dc cooked ham 90100g,dc cooked ham 90100g,Yes,,TRUE,dc cooked ham 100 g,Dc,Cooked ham ,100 g,0
13634,dc frankfurter 10 300g,dc frankfurter 10 300g,Yes,,TRUE,dc frankfurter 300 g,Dc,Frankfurter ,300 g,0
13670,deb0we can 500ml,deb0we can 500ml,Yes,,TRUE,debowe beer 500 ml,Debowe,Beer,500 ml,0
13674,debowe beer can 4x500ml,debowe beer can 4x500ml,Yes,https://d1ralsognjng37.cloudfront.net/fe0e6d99-b3ee-4026-bb3a-4a507af0b253.jpeg,TRUE,debowe beer 4 x 500 ml,Debowe,Beer,4 x 500 ml,0
13680,deep dish 2cheese pizza,deep dish 2cheese pizza,Yes,https://d1ralsognjng37.cloudfront.net/3dd5b711-0250-40b0-80ac-3b48ff9eccb2.jpeg,TRUE,chicago town deep dish cheese pizza 8 x 155 g,Chicago town,Deep dish cheese pizza,8 x 155 g,0
13683,deep dish peppronni,deep dish peppronni,Yes,https://d1ralsognjng37.cloudfront.net/f0592624-2dd1-4134-8019-9fd52bdf3f03.jpeg,TRUE,chicago town deep dish pepperoni pizza 2 units,Chicago town,Deep dish pepperoni pizza ,2 units,0
35656,del monte fruit cocktail in syrup 420 g,del monte fruit cocktail 420 g,No,https://d1ralsognjng37.cloudfront.net/a0fedccd-5772-42fc-a9b1-2e3d8533c2df.jpeg,TRUE,del monte fruit cocktail in syrup 420 g,Del Monte,Fruit cocktail,420 g,0
35656,del monte fruit cocktail in syrup 420 g,del monte fruit cocktail in light syrup 420g,No,,TRUE,del monte fruit cocktail in syrup 420 g,Del Monte,Fruit cocktail,420 g,0
35656,del monte fruit cocktail in syrup 420 g,del monte fruit cocktail in syrup tin 420g,No,https://d1ralsognjng37.cloudfront.net/da0f1b96-3d3c-4b63-8ba2-ddb6a43f3e2e.jpeg,TRUE,del monte fruit cocktail in syrup 420 g,Del Monte,Fruit cocktail,420 g,0
13712,del monte mango slice 425 g,del monte mango slice 425 g,Yes,https://d1ralsognjng37.cloudfront.net/6e17c29c-e741-481a-ada6-439d0d738bc9.jpeg,TRUE,del monte mango slices 425 g,Del Monte,Mango slices,425 g,0
13738,del monte pineapple juice 1 l,del monte pineapple juice 1l,No,https://d1ralsognjng37.cloudfront.net/acfe862e-6881-4d22-bded-cd625c2e5998.jpeg,TRUE,del monte pineapple juice 1 l,Del Monte,Pineapple juice ,1 L,0
13751,delamere banana flav milk 500ml,delamere banana flavoured milk 500 ml,No,https://d1ralsognjng37.cloudfront.net/db6f65e7-8550-41cb-9a5c-20fe0b794df2.jpeg,TRUE,delamere banana flav milk 500ml,Delamere,Banana flavour milk ,500 ml,0
13751,delamere banana flav milk 500ml,delamere banana flavoured milk 500ml,No,,TRUE,delamere banana flav milk 500ml,Delamere,Banana flavour milk ,500 ml,0
13750,delamere banana flavoured milk,delamere banana flavoured milk,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/1a7eb8d00e93ec77f9d2d4f7d61ece2f/5954bcb006b10dbfd0bc160f6370faf3.jpeg,TRUE,delamere banana flavour milk 500 ml,Delamere,Banana flavour milk ,500 ml,0
13756,delamere chocolate flavoured milk,delamere chocolate flavoured milk,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/c0a4885fc3bdbdf2df8ade003f142228/5954bcb006b10dbfd0bc160f6370faf3.jpeg,TRUE,delamere chocolate flavoured milk 500 ml,Delamere,Chocolate flavoured milk ,500 ml,0
13757,delamere chocolate flavoured milk 500ml,delamere chocolate flavoured milk 500 ml,No,https://d1ralsognjng37.cloudfront.net/2de97026-e8cb-4e6f-b41f-0d14c15c4516.jpeg,TRUE,delamere chocolate flavoured milk 500ml,Delamere,Chocolate flavoured milk ,500 ml,0
13773,delamere iced coffee latte 500 ml,delamere iced coffee latte 500 ml,Yes,https://d1ralsognjng37.cloudfront.net/bd815096-1ef2-4def-a4f5-c3b59c30d6db.jpeg,TRUE,delamere iced coffee latte 500 ml,Delamere,Iced coffee latte,500 ml,0
13778,delamere strawberry flavoured milk 500ml,delamere strawberry flavoured milk 500 ml,No,https://d1ralsognjng37.cloudfront.net/e5dd4965-a800-46cc-a92f-3f15bdfbebb4.jpeg,TRUE,delamere strawberry flavoured milk 500ml,Delamere,Strawberry flavoured milk,500 ml,0
13778,delamere strawberry flavoured milk 500ml,delamere strawberry flavoured milk 500ml glass bottle,No,,TRUE,delamere strawberry flavoured milk 500ml,Delamere,Strawberry flavoured milk,500 ml,0
13876,delicatessen fine eating cooked ham 90 g,delicatessen fine eating cooked ham90g,No,https://d1ralsognjng37.cloudfront.net/11b22788-5052-4ff0-af16-34bd2f31d5f3.jpeg,TRUE,delicatessen fine eating cooked ham 90 g,Delicatessen,Fine eating cooked ham ,90 g,0
13876,delicatessen fine eating cooked ham 90 g,delicatessen fine eating sliced cookd ham 90g,No,,TRUE,delicatessen fine eating cooked ham 90 g,Delicatessen,Fine eating cooked ham ,90 g,0
13876,delicatessen fine eating cooked ham 90 g,delicatessen fine eating smoked ham 90g,No,,TRUE,delicatessen fine eating cooked ham 90 g,Delicatessen,Fine eating cooked ham ,90 g,0
13924,delmonte apple juice,delmonte apple juice,Yes,,TRUE,delmonte apple juice 1 unit,Del Monte,Apple juice,1 unit,0
13932,delmonte pineapple juice,delmonte pineapple juice,Yes,,TRUE,delmonte pineapple juice 1 unit,Del Monte,Pineapple juice ,1 unit,0
13977,desparados can 500ml each,desparados can 500ml each,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/ae18d8fb26f486f86b9a5a27ba85a8e1/b4facf495c22df52f3ca635379ebe613.jpeg,TRUE,desparados tequila beer 500 ml,Desperados,Tequila beer,500 ml,0
13983,despardo can,despardo can,Yes,,TRUE,despardos tequila beer 1 unit,Desperados,Tequila beer,1 unit,0
13984,desperad0s beer can 4x500ml,desperad0s beer can 4x500ml,Yes,https://d1ralsognjng37.cloudfront.net/dcb7ca3a-8235-4cbc-af31-04ab6617353e.jpeg,TRUE,desperados tequila beer 4 x 500 ml,Desperados,Tequila beer,4 x 500 ml,0
13985,desperad0s lge nrb 650 ml,desperad0s lge nrb 650 ml,Yes,https://d1ralsognjng37.cloudfront.net/82c4bfe8-3e53-4f60-bd89-8acaaf88d77b.png,TRUE,desperados tequila beer 650 ml,Desperados,Tequila beer,650 ml,0
13986,desperad0s original 500ml,desperad0s original 500ml,Yes,,TRUE,desperados tequila beer 500 ml,Desperados,Tequila beer,500 ml,0
13987,desperad0s tequila beer 330ml,desperad0s tequila beer 330ml,Yes,https://d1ralsognjng37.cloudfront.net/c267ebd2-60ad-4c97-9d5e-5e8a314caf1d.jpeg,TRUE,desperados tequila beer 330 ml,Desperados,Tequila beer,330 ml,0
14015,desperado beer 650 ml,desperado 650 ml,No,https://d1ralsognjng37.cloudfront.net/26ba2973-3f45-4191-9dbc-dc0567616c02.jpeg,TRUE,desperado beer 650 ml,Desperados,Tequila beer,650 ml,0
14022,desperado lge nrb,desperado lge nrb,Yes,,TRUE,despardos tequila beer 1 unit,Desperados,Tequila beer,1 unit,0
14023,desperado lge nrb 650 ml,desperado lge nrb 650 ml,Yes,https://d1ralsognjng37.cloudfront.net/47643ad0-ffa0-49f9-80f7-2f58ff206a97.jpeg,TRUE,desperados tequila beer 650 ml,Desperados,Tequila beer,650 ml,0
14026,desperado mojito 4x500ml,desperado mojito 4x500ml,Yes,https://d1ralsognjng37.cloudfront.net/c4e9130e-c47c-4298-a5aa-41722b9f403a.jpeg,TRUE,desperados mojito 4 x 500 ml,Desperados,Mojito,4 x 500 ml,0
14033,desperado original 500ml,desperado original 4x500ml,Yes,https://d1ralsognjng37.cloudfront.net/76c8e77d-ecf9-4fef-ac38-18e0ebc15b32.jpeg,FALSE,desperados tequila beer 4 x 500 ml,Desperados,Tequila beer,4 x 500 ml,0
14033,desperado original 500ml,desperado original 4x500ml can,Yes,https://d1ralsognjng37.cloudfront.net/037f30b1-6118-4bca-bcb4-b4dfe3b4440b.jpeg,FALSE,desperados tequila beer 4 x 500 ml,Desperados,Tequila beer,4 x 500 ml,0
14033,desperado original 500ml,desperado original 500ml,Yes,https://d1ralsognjng37.cloudfront.net/bd9f2e9e-2f3c-410f-9867-756b8f1a53a6.jpeg,TRUE,desperados tequila beer 500 ml,Desperados,Tequila beer,500 ml,0
14035,desperado original bottle 330ml,desperado original bottle 330ml,Yes,https://d1ralsognjng37.cloudfront.net/7dcfe046-125c-4126-ba2b-fbda8ae6aa4b.jpeg,TRUE,desperados tequila beer 330 ml,Desperados,Tequila beer,330 ml,0
14040,desperado s 3 pac k 3x330ml,desperado s 3 pac k 3x330ml,Yes,https://d1ralsognjng37.cloudfront.net/1eda5161-bae0-4f1c-b0cb-57a9ce2d7edc.jpeg,TRUE,desperados tequila beer 3 x 330 ml,Desperados,Tequila beer,3 x 330 ml,0
14041,desperado s nrb 650ml,desperado s nrb 650ml,Yes,https://d1ralsognjng37.cloudfront.net/8ee5394c-ccd8-4aa0-9050-9105757597ba.jpeg,TRUE,desperados tequila beer 650 ml,Desperados,Tequila beer,650 ml,0
14048,desperado tequila beer,desperado tequila beer,Yes,https://d1ralsognjng37.cloudfront.net/fdaf48c7-eb1d-4d8e-a623-5df3ce3d04f9.jpeg,TRUE,desperado tequila beer 1 unit,Desperados,Tequila beer,1 unit,0
14068,desperado tequila beer 500 ml,desperado tequila original beer 650 ml,No,https://d1ralsognjng37.cloudfront.net/c2f823a4-f27b-414b-aa4f-bf1e3cb2c6c9.jpeg,TRUE,desperado tequila beer 500 ml,Desperados,Tequila beer,500 ml,0
14065,desperado tequila beer3x330 ml,desperado tequila beer 3x330 ml,Yes,https://d1ralsognjng37.cloudfront.net/b6e900b5-8160-450b-b9da-952c44516abf.jpeg,TRUE,desperados tequila beer 3 x 330 ml,Desperados,Tequila beer,3 x 330 ml,0
14065,desperado tequila beer3x330 ml,desperado tequila beer3x330 ml,Yes,https://d1ralsognjng37.cloudfront.net/b40c0d60-45e5-4d86-877d-80b9674827aa.jpeg,TRUE,desperados tequila beer 3 x 330 ml,Desperados,Tequila beer,3 x 330 ml,0
14199,diet coca cola can 330ml,coca cola diet 330ml can,Yes,,TRUE,coca cola diet soda 330 ml,Coca Cola,Diet soda,330 ml,0
14199,diet coca cola can 330ml,diet coca cola can 330ml,Yes,,TRUE,coca cola diet soda 330 ml,Coca Cola,Diet soda,330 ml,0
14200,diet cocacola,diet cocacola,Yes,https://d1ralsognjng37.cloudfront.net/8d721c17-a4fa-4a0a-ac70-bc3e46f76a5e.jpeg,TRUE,coke diet soda 1 unit,Coke,Diet soda,1 unit,0
14210,diet coke 2l,diet coke 2l,Yes,,TRUE,coke diet soda 2 L,Coke,Diet soda,2 L,0
14221,diet coke can 6 pack,diet coke 6 pack can,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/23f16ff77bbf09f8c2b23dffc834020e/859baff1d76042a45e319d1de80aec7a.jpeg,TRUE,coke diet soda 6 x 330 ml,Coke,Diet soda,6 x 330 ml,0
14221,diet coke can 6 pack,diet coke can 6 pack,Yes,,TRUE,coke diet soda 6 x 330 ml,Coke,Diet soda,6 x 330 ml,0
14222,diet coke contour,diet coke contour,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/5d729f206980b887f4d07f5721f8232b/5954bcb006b10dbfd0bc160f6370faf3.jpeg,TRUE,coke diet soda 1 unit,Coke,Diet soda,1 unit,0
14223,diet coke contour 1.75l,diet coke contour 1.75 l,Yes,https://d1ralsognjng37.cloudfront.net/06fa9472-9ac6-4201-8fde-75bb2029e701.jpeg,TRUE,coke diet soda 1.75 L,Coke,Diet soda,1.75 L,0
14223,diet coke contour 1.75l,diet coke contour 1.75l,Yes,,TRUE,coke diet soda 1.75 L,Coke,Diet soda,1.75 L,0
14241,digestive milk chocolate,chocolate digestive,Yes,,TRUE,digestive milk chocolate ,Digestive,Milk chocolate,,0
14241,digestive milk chocolate,dark chocolate digestive,Yes,,TRUE,digestive milk chocolate,Digestive,Milk chocolate,,0
14241,digestive milk chocolate,digestive dark chocolate,Yes,,TRUE,digestive milk chocolate,Digestive,Milk chocolate,,0
14241,digestive milk chocolate,digestive milk chocolate,Yes,,TRUE,digestive milk chocolate,Digestive,Milk chocolate,,0
14287,disco saltvinegar grab bag 56g,disco saltvinegar grab bag 56g,Yes,,TRUE,discos salt & vinegar flavour 56 g,Discos,Salt & vinegar flavour ,56 g,0
14288,disco slat venigar 70g,disco salt vinegar 70g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/349056114024874006d6eab5a9c01809/859baff1d76042a45e319d1de80aec7a.jpeg,TRUE,discos salt & vinegar flavour 70 g,Discos,Salt & vinegar flavour ,70 g,0
14288,disco slat venigar 70g,disco salt vinegar fla 70g,Yes,,TRUE,discos salt & vinegar flavour 70 g,Discos,Salt & vinegar flavour ,70 g,0
14288,disco slat venigar 70g,disco saltvinegar 70g,Yes,https://d1ralsognjng37.cloudfront.net/d63a9353-eada-436b-ba30-68b947fd5dcb.jpeg,TRUE,discos salt & vinegar flavour 70 g,Discos,Salt & vinegar flavour ,70 g,0
14288,disco slat venigar 70g,disco slat venigar 70g,Yes,,TRUE,discos salt & vinegar flavour 70 g,Discos,Salt & vinegar flavour ,70 g,0
14447,disposable flint lighter 1,disposable flint lighter 1,Yes,,TRUE,disposable flint lighter 1 unit,,Disposable flint lighter ,1 unit,0
14474,dnb 2ltr,dnb 2ltr,Yes,https://d1ralsognjng37.cloudfront.net/7dced095-db15-4c48-b5cc-e4758d61a878.jpeg,TRUE,dnb soda 2 L,DnB,Soda,2 L,0
14608,doritos chilli heatwave 70g,doritos chilli heat wave70g,Yes,,TRUE,doritos chilli heatwave chips 70 g,Doritos,Chilli heatwave chips ,70 g,0
14608,doritos chilli heatwave 70g,doritos chilli heatwave 70g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/255432ff9c06adfd0e570cad4ffa1f10/b4facf495c22df52f3ca635379ebe613.jpeg,TRUE,doritos chilli heatwave chips 70 g,Doritos,Chilli heatwave chips ,70 g,0
14612,doritos chilli heatwave crisp,doritos chilli heatwave crisp,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/cb7bc1577c9e0fdbd0099503935b4cdc/5954bcb006b10dbfd0bc160f6370faf3.jpeg,TRUE,doritos chilli heatwave chips 70 g,Doritos,Chilli heatwave chips ,70 g,0
14629,doritos cool original 102g,doritos cool original 102g,Yes,,TRUE,doritos cool original chips 102 g,Doritos,Cool original chips,102 g,0
14699,doritos cool original chips  180 g,doritos cool original 150 g,No,https://d1ralsognjng37.cloudfront.net/bb36e010-00ac-458b-bbfd-26f58d3d64ef.jpeg,FALSE,doritos cool original chips 150 g,Doritos,Cool original chips,150 g,0
14699,doritos cool original chips  180 g,doritos cool original 150 gram,No,https://d1ralsognjng37.cloudfront.net/4c32c3bd-82f8-4778-b6a0-8eb8991b2eae.jpeg,FALSE,doritos cool original chips 150 g,Doritos,Cool original chips,150 g,0
14699,doritos cool original chips  180 g,doritos cool original 80 gram,No,https://d1ralsognjng37.cloudfront.net/0cc4ad9e-180e-461e-8efb-57ff496e9c76.jpeg,FALSE,doritos cool original chips 80 g,Doritos,Cool original chips,80 g,0
14699,doritos cool original chips  180 g,doritos cool original 80g,No,,FALSE,doritos cool original chips 80 g,Doritos,Cool original chips,80 g,0
14699,doritos cool original chips  180 g,doritos original 180g,No,https://d1ralsognjng37.cloudfront.net/7cf3afc1-3252-410f-996f-9f973b72833f.jpeg,TRUE,doritos cool original chips  180 g,Doritos,Cool original chips,180 g,0
14644,doritos cool original crisp,doritos cool original crisp,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/5725e0544a04ba8b729cdc6d6bfd052a/5954bcb006b10dbfd0bc160f6370faf3.jpeg,TRUE,doritos cool original chips 80 g,Doritos,Cool original chips,80 g,0
14656,doritos dip nacho cheese,doritos cheese dip,No,,TRUE,doritos dip nacho cheese,Doritos,Dip nacho cheese,1 unit,0
14670,doritos flamin hot tangy cheese tortilla chip  70g,doritos flamin hot tangy cheese tortilla chip  70g,Yes,https://d1ralsognjng37.cloudfront.net/a55de312-6f3e-44be-b9bd-5f982ab77bf8.jpeg,TRUE,doritos flamin hot tangy cheese chips 70 g,Doritos,Flamin hot tangy cheese chips ,70 g,0
14722,doritos large tangy cheese 150g,150g doritos tangy cheese,No,https://d1ralsognjng37.cloudfront.net/cdf2e03b-7705-4504-bb20-203fdb694d9d.jpeg,TRUE,doritos large tangy cheese 150g,Doritos,Tangy cheese chips,150 g,0
14722,doritos large tangy cheese 150g,doritos tangy cheese 150 gram,No,https://d1ralsognjng37.cloudfront.net/16edb74c-f452-4e36-8b36-3c3865df96f9.jpeg,TRUE,doritos large tangy cheese 150g,Doritos,Tangy cheese chips,150 g,0
14745,doritos tangy cheese 70 g,dorito tangy cheese 70g,No,,TRUE,doritos tangy cheese 70 g,Doritos,Tangy cheese chips,70 g,0
14745,doritos tangy cheese 70 g,doritos tangy cheese 70g,No,https://tb-static.uber.com/prod/image-proc/processed_images/91e3f562bde8ccaf4de85cfc5a401261/b4facf495c22df52f3ca635379ebe613.jpeg,TRUE,doritos tangy cheese 70 g,Doritos,Tangy cheese chips,70 g,0
14745,doritos tangy cheese 70 g,doritos tangy cheese70g,No,,TRUE,doritos tangy cheese 70 g,Doritos,Tangy cheese chips,70 g,0
14732,doritos tangy cheese crisp,doritos tangy cheese,Yes,,TRUE,doritos tangy cheese crisp 1 unit,Doritos,Tangy cheese chips,1 unit,0
14732,doritos tangy cheese crisp,doritos tangy cheese crisp,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6907202219f8c269d705407cc0209f4b/5954bcb006b10dbfd0bc160f6370faf3.jpeg,TRUE,doritos tangy cheese 80 g,Doritos,Tangy cheese chips,80 g,0
15056,double chocolate doughnut 5pk,double chocolate doughnut 5pk,Yes,https://d1ralsognjng37.cloudfront.net/eb03c0f1-f83d-4348-8479-881e691249d4.jpeg,TRUE,double chocolate doughnut 5 units,,Double chocolate doughnut ,5 units,0
16255,double cream 384ml,double cream 284 ml,No,,FALSE,elmlea double cream 284 ml,Elmlea ,Double cream,284 ml,0
16255,double cream 384ml,double cream 284ml,No,,FALSE,elmlea double cream 284 ml,Elmlea ,Double cream,284 ml,0
16255,double cream 384ml,elmlea double  284 ml,No,,FALSE,elmlea double cream 284 ml,Elmlea ,Double cream,284 ml,0
16255,double cream 384ml,elmlea double cream 284 ml,No,https://d1ralsognjng37.cloudfront.net/77679ebb-24a8-4610-9ef5-f677c33be3ab.jpeg,FALSE,elmlea double cream 284 ml,Elmlea ,Double cream,284 ml,0
16255,double cream 384ml,elmlea double cream 284ml,No,https://d1ralsognjng37.cloudfront.net/9be6ddee-67d5-42cb-910f-eb4ca7dcba1b.jpeg,FALSE,elmlea double cream 284 ml,Elmlea ,Double cream,284 ml,0
16255,double cream 384ml,emlea double cream 284ml,No,,FALSE,elmlea double cream 284 ml,Elmlea ,Double cream,284 ml,0
15162,dr pepper american soda  355 ml,american dr pepper cream soda 355 ml,No,,TRUE,dr pepper american soda  355 ml,Dr Pepper,Soda,355 ml,0
