group_id,leader,member,modify_leader,image_url,Image,label,canonical leader ,Brand,Name ,Package ,Promotion 
4615,captain morgan spiced rum 70cl cheaper at hour grocer download the app today,captain morgan spiced rum 70cl cheaper at hour grocer download the app today,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b9e9ad0eb41887bd2b77e40505608ed8/859baff1d76042a45e319d1de80aec7a.jpeg,,,Captain Morgan Original spiced gold 700 ml,Captain Morgan,Original spiced gold,700 ml,0
4639,carex aloe vera moisturising handwash 250ml,carex aloe vera moisturising handwash 250ml,Yes,https://d1ralsognjng37.cloudfront.net/1c972550-91f5-4313-863f-75c2f44f2eb5.jpeg,,,carex aloe vera handwash 250 ml,Carex,Aloe vera hand wash,250 ml ,0
4645,carex hand wash aloe,carex hand wash aloe,No,https://d1ralsognjng37.cloudfront.net/2561214f-69ec-4386-a1af-51b95e537c66.jpeg,,,carex derma care hand wash 250 ml,Carex,Derma care hand wash,250 ml ,0
4659,caribbean cruise slush,caribbean cruise slush,Yes,https://d1ralsognjng37.cloudfront.net/f5ff94b4-c626-4093-9543-0829618a735d.jpeg,,,caribbean cruise slush 1 unit,,Caribbean cruise slush,1 unit,0
4670,carling 10pk 440ml,carling 10pk 440ml,Yes,https://d1ralsognjng37.cloudfront.net/959c4a55-e8ca-478f-9ba3-8fdfab137320.jpeg,,,Carling Original lager beer 10 x 440 ml,Carling,Original lager beer,10 x 440 ml,0
4671,carling 10x440ml,carling 10x440ml,Yes,https://d1ralsognjng37.cloudfront.net/52146603-04ad-4766-a7f2-744b27bb4c7f.jpeg,,,Carling Original lager beer 10 x 440 ml,Carling,Original lager beer,10 x 440 ml,0
4674,carling 18pk 440ml,carling 18pk 440ml,Yes,https://d1ralsognjng37.cloudfront.net/dcb88474-1ad7-4218-b3e7-a3b510820d13.jpeg,,,Carling Original lager beer 18 x 440 ml,Carling,Original lager beer,18 x 440 ml,0
4680,carling 4pk,carling 4pk,Yes,,,,Carling Original lager beer 4 units,Carling,Original lager beer,4 units,0
4681,carling 4pk 568ml,carling 4pk 4x568ml,Yes,,,,Carling Original lager beer 4 x 568 ml,Carling,Original lager beer,4 x 568 ml,0
4681,carling 4pk 568ml,carling 4pk 500ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/8c0eb03e7bdb386619498dac1ff59653/859baff1d76042a45e319d1de80aec7a.jpeg,,,Carling Original lager beer 4 x 500 ml,Carling,Original lager beer,4 x 500 ml,0
4681,carling 4pk 568ml,carling 4pk 568ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/23a6dfbf662e1a08c8934399c781315f/859baff1d76042a45e319d1de80aec7a.jpeg,,,Carling Original lager beer 4 x 568 ml,Carling,Original lager beer,4 x 568 ml,0
4682,carling 4x568ml,carling 4x568ml,Yes,,,,Carling Original lager beer 4 x 568 ml,Carling,Original lager beer,4 x 568 ml,0
4684,carling 500ml 4pk,carling 500ml 4pk,Yes,https://d1ralsognjng37.cloudfront.net/e2012282-0553-455f-8e46-5237fc1cd9aa.jpeg,,,Carling Original lager beer 4 x 500 ml,Carling,Original lager beer,4 x 500 ml,0
4691,carling black label lager 10pk 440ml,carling black label 10pk 440ml,Yes,https://d1ralsognjng37.cloudfront.net/1460fc6d-0589-452a-96e5-7d225ce3f524.jpeg,,,Carling Original lager beer 10 x 440 ml,Carling,Original lager beer,10 x 440 ml,0
4691,carling black label lager 10pk 440ml,carling black label lager 10pk 440ml,Yes,https://d1ralsognjng37.cloudfront.net/4b19d230-e51a-48f2-92fd-8e908e453b37.jpeg,,,Carling Original lager beer 10 x 440 ml,Carling,Original lager beer,10 x 440 ml,0
4693,carling black label lager 4pk 500ml,carling black label lager 24pk 500ml,Yes,https://d1ralsognjng37.cloudfront.net/f5f0bd78-502b-4bf0-b94b-232868a782be.jpeg,,,Carling Original lager beer 24 x 500 ml,Carling,Original lager beer,24 x 500 ml,0
4693,carling black label lager 4pk 500ml,carling black label lager 4pk 500ml,Yes,https://d1ralsognjng37.cloudfront.net/0bfce6b0-a5fd-49fc-ae87-20fb6753ce7a.jpeg,,,Carling Original lager beer 4 x 500 ml,Carling,Original lager beer,4 x 500 ml,0
4700,carling original lager 440 ml,carling original lager 440ml,No,https://d1ralsognjng37.cloudfront.net/e131a222-3844-42a8-9599-347e08b29b33.jpeg,,,Carling Original lager beer 440 ml,Carling,Original lager beer,440 ml,0
4710,carlsberg 4pk 568ml,carlsberg 4pk 4x500ml,Yes,https://d1ralsognjng37.cloudfront.net/33200c6b-168b-474c-a141-05c74e2a80aa.jpeg,,,Carlsberg Pilsner beer 4 x 500 ml,Carlsberg,Pilsner beer,4 x 500 ml,0
4710,carlsberg 4pk 568ml,carlsberg 4pk 568ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/923139479ae265ef4bb9ae8ee9194906/859baff1d76042a45e319d1de80aec7a.jpeg,,,Carlsberg Export beer 4 x 568 ml,Carlsberg,Export beer,4 x 568 ml,0
4712,carlsberg 568ml 4pk,carlsberg 568ml 4pk,Yes,https://d1ralsognjng37.cloudfront.net/29072723-6abe-4ce1-a838-ba2dfdc14efd.jpeg,,,Carlsberg Pilsner beer  4 x 568 ml,Carlsberg,Pilsner beer ,4 x 568 ml,0
4727,carlsberg export 4pk 568ml,carlsberg export 4pk 568ml,Yes,https://d1ralsognjng37.cloudfront.net/431723e7-221b-4ed4-a23b-26f1537b5d2f.jpeg,,,Carlsberg Export beer 4 x 568 ml,Carlsberg,Export beer,4 x 568 ml,0
4738,carlsberg export pint can x4 568ml,carlsberg export pint can x4 568ml,Yes,,,,Carlsberg Export beer 4 x 568 ml ,Carlsberg,Export beer,4 x 568 ml ,0
6314,carters royal low calorie indian tonic water,co op low calorie indian tonic water,No,https://tb-static.uber.com/prod/image-proc/processed_images/2d19220c58a56ab0e861304206de7b7a/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Diet indian tonic water 1 L,Co-op,Diet indian tonic water,1 L,0
6314,carters royal low calorie indian tonic water,co op low calorie tonic water,No,https://d1ralsognjng37.cloudfront.net/85c8f746-56c3-4b30-9996-22a12aef573c.jpeg,,,Co-op Diet indian tonic water 1 L,Co-op,Diet indian tonic water,1 L,0
4870,casillero del diablo merlot red 75 cl,casillero del diablo malbec 75 cl,Yes,https://d1ralsognjng37.cloudfront.net/7e4baf43-6ceb-42b1-9cdc-0d425192157b.jpeg,,,Casillero del Diablo Merlot 750 ml,Casillero del Diablo,Merlot,750 ml,0
4870,casillero del diablo merlot red 75 cl,casillero del diablo merlot red 75 cl,Yes,https://d1ralsognjng37.cloudfront.net/7c668fc0-1229-46cb-9ccc-95dd49853059.jpeg,,,Casillero del Diablo Merlot 750 ml,Casillero del Diablo,Merlot,750 ml,0
4876,casillero del diablo pinot grigio white 75 cl,casillero del diablo pinot grigio white 75 cl,Yes,https://d1ralsognjng37.cloudfront.net/52bc6e48-0ea5-4f95-bbea-e7d32442ef5d.jpeg,,,Casillero del Diablo Pinot Grigio white 750 ml,Casillero del Diablo,Pinot Grigio white,750 ml,0
4894,casillero del diablo sauvignon blanc,casillero del diablo sauvignon blanc white,No,,,,Casillero del Diablo Sauvignon Blanc 1 unit,Casillero del Diablo,Sauvignon Blanc,1 unit,0
4889,casillero del diablo sauvignon blanc 70cl,casillero del diablo cabernet sauvignon 70cl,Yes,https://d1ralsognjng37.cloudfront.net/6f11df35-d81a-4298-b6cc-fb7a0baf2a8f.jpeg,,,Casillero del Diablo Cabernet Sauvignon 700 ml,Casillero del Diablo,Cabernet Sauvignon,700 ml,0
4889,casillero del diablo sauvignon blanc 70cl,casillero del diablo sauvignon blanc 70cl,Yes,,,,Casillero del Diablo Sauvignon Blanc 700 ml,Casillero del Diablo,Sauvignon Blanc,700 ml,0
25902,casillero del disable 75cl,brancott sauvignon blanc 75cl,No,,,,Brancott Estate Sauvignon Blanc wine 750 ml,Brancott Estate,Sauvignon Blanc wine,750 ml,0
25902,casillero del disable 75cl,casilero del diablo merlot 75cl,No,https://tb-static.uber.com/prod/image-proc/processed_images/b934274b6faf1a37dc16df9056d3f2c0/859baff1d76042a45e319d1de80aec7a.jpeg,,,Casillero del Diablo Merlot 750 ml,Casillero del Diablo,Merlot,750 ml,0
25902,casillero del disable 75cl,casillero del diablo cabernet sauvignon 75cl chile,No,,,,Casillero del Diablo Cabernet Sauvignon 750 ml,Casillero del Diablo,Cabernet Sauvignon,750 ml,0
25902,casillero del disable 75cl,casillero del diablo merlot 75cl chile,No,,,,Casillero del Diablo Merlot 750 ml,Casillero del Diablo,Merlot,750 ml,0
25902,casillero del disable 75cl,casillero del diablo pinot grigio 75cl chile,No,,,,Casillero del Diablo Pinot Grigio 750 ml,Casillero del Diablo,Pinot Grigio,750 ml,0
25902,casillero del disable 75cl,casillero del diablo pinot griogio 75cl,No,https://d1ralsognjng37.cloudfront.net/bee41020-3fcf-4ae3-aa38-b07f3f2c81fb.jpeg,,,Casillero del Diablo Pinot Grigio 750 ml,Casillero del Diablo,Pinot Grigio,750 ml,0
25902,casillero del disable 75cl,casillero del diablo reserva rose 75cl,No,,,,Casillero del Diablo Reserva rosé 750 ml,Casillero del Diablo,Reserva rosé,750 ml,0
25902,casillero del disable 75cl,casillero del diablo sauvignon blanc 75cl chile,No,,,,Casillero del Diablo Sauvignon Blanc 750 ml,Casillero del Diablo,Sauvignon Blanc,750 ml,0
25902,casillero del disable 75cl,co op chilean sauvignon blanc 75cl,No,https://d1ralsognjng37.cloudfront.net/e38ed78b-3c17-420d-9af4-bae7684f8939.jpeg,,,Co-op Reserva Rosé 750 ml,Co-op,Reserva Rosé,750 ml,0
25902,casillero del disable 75cl,gallo fv cabernet sauvignon 75cl,No,https://tb-static.uber.com/prod/image-proc/processed_images/beddcd640b850f4f8deb345ac6df1b74/859baff1d76042a45e319d1de80aec7a.jpeg,,,Gallo Family Cabernet Sauvignon 750 ml,Gallo Family,Cabernet Sauvignon,750 ml,0
25902,casillero del disable 75cl,gallo fv sauvignon blanc 75cl,No,https://tb-static.uber.com/prod/image-proc/processed_images/1876dadd2b34ea74cf0ea2ec2c07763b/859baff1d76042a45e319d1de80aec7a.jpeg,,,Gallo Family Sauvignon Blanc 750 ml,Gallo Family,Sauvignon Blanc,750 ml,0
25902,casillero del disable 75cl,hardy cabernet sauvignon 75cl,No,,,,Hardy Cabernet Sauvignon 750 ml,Hardy,Cabernet Sauvignon,750 ml,0
25902,casillero del disable 75cl,isle negra sauvignon blanc 75cl,No,,,,Isla Negra Sauvignon Blanc 750 ml,Isla Negra,Sauvignon Blanc,750 ml,0
5029,casillero diablo malbec,casillero del diablo merlot red,No,https://tb-static.uber.com/prod/image-proc/processed_images/b934274b6faf1a37dc16df9056d3f2c0/859baff1d76042a45e319d1de80aec7a.jpeg,,,Casillero del Diablo Merlot red wine 1 unit,Casillero del Diablo,Merlot red wine,1 unit,0
5029,casillero diablo malbec,casillero del diablo white wine,No,https://tb-static.uber.com/prod/image-proc/processed_images/ca140fbe5eac88b79aa8b35d51d701e6/b4facf495c22df52f3ca635379ebe613.jpeg,,,Casillero del Diablo White wine 1 unit,Casillero del Diablo,White wine,1 unit,0
5029,casillero diablo malbec,casillero del diablo wine,No,,,,Casillero del Diablo Wine 1 unit,Casillero del Diablo,Wine,1 unit,0
5029,casillero diablo malbec,cesillero del diablo red wine,No,https://tb-static.uber.com/prod/image-proc/processed_images/ca140fbe5eac88b79aa8b35d51d701e6/b4facf495c22df52f3ca635379ebe613.jpeg,,,Casillero del Diablo Red wine 1 unit,Casillero del Diablo,Red wine,1 unit,0
4958,catsan hygiene nonclumping odour control cat litter 5l,catsan hygiene nonclumping odour control cat litter 5l,Yes,https://d1ralsognjng37.cloudfront.net/5851a653-0cf4-4a35-87cd-1dcb020a166b.jpeg,,,Catsan Hygiene plus cat litter 5 L ,Catsan,Hygiene plus cat litter,5 L ,0
5067,cheese and ham baguette,cheese and ham baguette,Yes,,,, cheese and ham baguette 1 unit,,cheese and ham baguette,1 unit,0
5079,cheese onion salad half baguette sandwich,cheese onion salad half baguette sandwich,Yes,https://d1ralsognjng37.cloudfront.net/f349e956-ff53-49f8-8f4a-10a080925cf5.jpeg,,, cheese onion salad half baguette sandwich 1 unit,,cheese onion salad half baguette sandwich,1 unit,0
5093,cheesestring cheddar 20g,cheesestring cheddar 20g,Yes,,,,Strings & Things Cheesetrings cheddar 20 g,Strings & Things,Cheesetrings cheddar,20 g,0
5100,cheetos 72g,cheetos 72g,Yes,,,,Cheetos Crisp snack 72 g,Cheetos,Crisp snack,72 g,0
5113,cheetos crunchos 165 g,cheetos crunchos 165g,No,https://tb-static.uber.com/prod/image-proc/processed_images/0c483102a86926488ec4334c2f8f07fc/b4facf495c22df52f3ca635379ebe613.jpeg,,,Cheetos Crunchos snack 165 g,Cheetos,Crunchos snack,165 g,0
5155,cheetos pizza flavoured 165g,cheetos pizza flavoured 165g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/1270197696b63d26d69ae22bf89521ef/b4facf495c22df52f3ca635379ebe613.jpeg,,,Cheetos Pizza snack 165 g,Cheetos,Pizza snack,165 g,0
30492,cheetos twisted flamin 65 g,cheetos flamin hot  65g,No,https://tb-static.uber.com/prod/image-proc/processed_images/bcd0b6ca76b5f910087fec84109c9e5e/859baff1d76042a45e319d1de80aec7a.jpeg,,,cheetos twisted flamin' hot 65 g,Cheetos,Twisted flamin' hot ,65 g,0
30492,cheetos twisted flamin 65 g,cheetos flaming hot 65g,No,https://d1ralsognjng37.cloudfront.net/83bbf1aa-c505-4e04-9d07-9cf87adb96b2.jpeg,,,cheetos twisted flamin' hot 65 g,Cheetos,Twisted flamin' hot ,65 g,0
30492,cheetos twisted flamin 65 g,cheetos twisted flamming hot 65g,No,https://tb-static.uber.com/prod/image-proc/processed_images/bcd0b6ca76b5f910087fec84109c9e5e/859baff1d76042a45e319d1de80aec7a.jpeg,,,cheetos twisted flamin' hot 65 g,Cheetos,Twisted flamin' hot ,65 g,0
30492,cheetos twisted flamin 65 g,walker cheetos twisted flamin hot crisp 65g,No,https://tb-static.uber.com/prod/image-proc/processed_images/bcd0b6ca76b5f910087fec84109c9e5e/859baff1d76042a45e319d1de80aec7a.jpeg,,,cheetos twisted flamin' hot 65 g,Cheetos,Twisted flamin' hot ,65 g,0
30492,cheetos twisted flamin 65 g,walker cheetos twisted flaming hot 65g,No,https://tb-static.uber.com/prod/image-proc/processed_images/bcd0b6ca76b5f910087fec84109c9e5e/859baff1d76042a45e319d1de80aec7a.jpeg,,,cheetos twisted flamin' hot 65 g,Cheetos,Twisted flamin' hot ,65 g,0
7792,cherry bakewell tart 6,coop cherry bakewell tart x 6,No,https://d1ralsognjng37.cloudfront.net/3b63df92-4824-4729-a95e-081873bb0c3c.jpeg,,,Co-op Cherry bakewell tart 6 units,Co-op,Cherry bakewell tart,6 units,0
22083,cherry coke 500ml,coke zero cherry 500ml,No,https://tb-static.uber.com/prod/image-proc/processed_images/7ff7df412c575e254537503f23bdc295/859baff1d76042a45e319d1de80aec7a.jpeg,,,Coca Cola Zero cherry soda 500 ml ,Coca Cola,Zero cherry soda,500 ml ,0
5211,cherry ice slush large,cherry ice slush large,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/371fe8986202d30ad35ae54d6c319538/b4facf495c22df52f3ca635379ebe613.jpeg,,, Cherry ice slush large 1 unit,,Cherry ice slush large,1 unit,0
5233,chesterfield king size red 20 cigarette,camel blue king size 20 cigarette,Yes,,,,Camel Blue king size cigarettes 20 units,Camel,Blue king size cigarettes,20 units,0
5233,chesterfield king size red 20 cigarette,chesterfield king size blue 20 cigarette,Yes,,,,Chesterfield Blue king size cigarettes 20 units,Chesterfield,Blue king size cigarettes,20 units,0
5233,chesterfield king size red 20 cigarette,chesterfield king size red 20 cigarette,Yes,,,,Chesterfield Red king size cigarettes 20 units,Chesterfield,Red king size cigarettes,20 units,0
5236,chesterfield red superkings 20c,chesterfield red superkings 20c,Yes,,,,Chesterfield Red superkings cigarettes  20 units,Chesterfield,Red superkings cigarettes ,20 units,0
5241,chewits 125g,chewits 125g,Yes,https://d1ralsognjng37.cloudfront.net/651f05b5-ac3b-4271-874a-7eb38ae7fbbc.jpeg,,,chewits chewmix 125 g,Chewits,Chewmix,125 g,0
5245,chewits extreme chewy mix,chewits extreme chewy mix,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/ccfa7ce227b3a76f5ae7968267cf429c/859baff1d76042a45e319d1de80aec7a.jpeg,,,chewits xtreme chewy mix 1 unit,Chewits,Xtreme chewy mix,1 unit,0
5252,chewits xtreme extremely sour apple chew 34g,chewits xtreme extremely sour apple chew 34g,Yes,https://d1ralsognjng37.cloudfront.net/882a593b-f4a6-4042-be5d-7005781e70ec.jpeg,,,chewits xtreme sour apple 34 g,Chewits,Xtreme sour apple,34 g ,0
5264,chicago town 2 deep dish loaded cheese frozen,chicago town 2 deep dish loaded cheese frozen,Yes,https://d1ralsognjng37.cloudfront.net/56421015-3ba2-49fd-b825-47d8e705d807.jpeg,,,Chicago Town Deep dish loaded cheese pizza 2 x 160 g,Chicago Town,Deep dish loaded cheese pizza,2 x 160 g,0
5265,chicago town 2 deep dish pepperoni pizza 2 x 160 g,chicago town 2 deep dish mega meaty pizza 320g,No,https://d1ralsognjng37.cloudfront.net/ee53e55f-dbe1-4ce9-8c34-c8181eb07d98.jpeg,,,Chicago Town Deep dish mega meaty pizza 2 x 160 g,Chicago Town,Deep dish mega meaty pizza,2 x 160 g,0
5265,chicago town 2 deep dish pepperoni pizza 2 x 160 g,chicago town 2 deep dish pepperoni,No,https://d1ralsognjng37.cloudfront.net/938521bc-753c-450a-8a46-2014762ffd8d.jpeg,,,Chicago Town Deep dish pepperoni pizza 2 x 160 g,Chicago Town,Deep dish pepperoni pizza,2 x 160 g,0
5265,chicago town 2 deep dish pepperoni pizza 2 x 160 g,chicago town 2 deep dish pepperoni frozen,No,https://d1ralsognjng37.cloudfront.net/8604d20f-0069-4b3e-9592-ac0b11ed3c53.jpeg,,,Chicago Town Deep dish pepperoni pizza 2 x 160 g,Chicago Town,Deep dish pepperoni pizza,2 x 160 g,0
5265,chicago town 2 deep dish pepperoni pizza 2 x 160 g,chicago town 2 deep dish pepperoni mini pizza 2 x 160g,No,https://d1ralsognjng37.cloudfront.net/02563ae1-af07-4fe0-82d6-73a095fecdf8.jpeg,,,Chicago Town Deep dish pepperoni pizza 2 x 160 g,Chicago Town,Deep dish pepperoni pizza,2 x 160 g,0
5277,chicago town deep dish pepperoni 2x160g,chicago town deep dish pepperoni 2x160g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e9a976a8ca4d8926af7255c4d8228407/859baff1d76042a45e319d1de80aec7a.jpeg,,,Chicago Town Deep dish pepperoni pizza 2 x 160 g,Chicago Town,Deep dish pepperoni pizza,2 x 160 g,0
5319,chicago town thin crispy triple cheese,chicago town thin crispy triple cheese,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/7a10fe9f6415ef325da63edfc3560553/859baff1d76042a45e319d1de80aec7a.jpeg,,,Chicago Town Thin crispy triple cheese pizza 1 unit,Chicago Town,Thin crispy triple cheese pizza,1 unit,0
5336,chicken breast hmc 1kg halal,chicken breast hmc 1kg halal,Yes,https://d1ralsognjng37.cloudfront.net/9082a6ed-24bc-41db-9a35-2c0b623261ae.jpeg,,, HMC Halal chicken breast 1 kg ,,HMC Halal chicken breast,1 kg ,0
5348,chicken curry bake,chicken curry bake,Yes,https://d1ralsognjng37.cloudfront.net/0556b7b7-7922-46dc-a188-342e5706c630.jpeg,,, Chicken curry bake 1 unit,,Chicken curry bake,1 unit,0
5350,chicken drumstick hmc 1kg halal,chicken drumstick hmc 1kg halal,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/40b25688547f2de17396fadfc5081d68/b4facf495c22df52f3ca635379ebe613.jpeg,,, HMC Halal chicken drumstick 1 kg,,HMC Halal chicken drumstick,1 kg,0
5359,chicken mayo and lettuce baguette,chicken mayo and lettuce baguette,Yes,,,, Chicken mayo and lettuce baguette 1 unit,,Chicken mayo and lettuce baguette,1 unit,0
5380,chicken tikka half baguette sandwich,bbq chicken half baguette sandwich,Yes,https://d1ralsognjng37.cloudfront.net/78fffe75-c7fc-4a4c-9604-f3d68d6ad3f1.jpeg,,, BBQ chicken half baguette sandwich 1 unit,,BBQ chicken half baguette sandwich,1 unit,0
5380,chicken tikka half baguette sandwich,chicken tikka half baguette sandwich,Yes,https://d1ralsognjng37.cloudfront.net/16d8afd7-1ba4-4157-9d78-f7748cb261ff.jpeg,,, Chicken tikka half baguette sandwich 1 unit,,Chicken tikka half baguette sandwich,1 unit,0
5582,classic american pretzel original sea salted 175gms,classic american pretzel original sea salted 175gms,Yes,https://d1ralsognjng37.cloudfront.net/9181f541-e4dd-45f7-a2f4-3900c46f776f.jpeg,,,penn state baked pretzels original sea salt 175 g,Penn State,Baked pretzels original sea salt,175 g,0
5691,co op 10 cheese slice 200g,co op 10 cheese single,Yes,https://d1ralsognjng37.cloudfront.net/f57dfffd-bf0f-4672-b23d-9dc87d15b4c5.jpeg,,,Co-op Cheese singles 10 units,Co-op,Cheese singles,10 units,0
5691,co op 10 cheese slice 200g,co op 10 cheese single 200gms,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b7a873a1859945e10dbe89d1bae8fb76/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Cheese singles 10 units,Co-op,Cheese singles,10 units,0
5691,co op 10 cheese slice 200g,co op 10 cheese slice 200g,Yes,https://d1ralsognjng37.cloudfront.net/9f04b1fc-501d-4d6d-8488-bca47c97b79e.jpeg,,,Co-op Cheese singles 10 units,Co-op,Cheese singles,10 units,0
5702,co op 2 garlic baguette 310g,co op 2 garlic baguette 310g,Yes,https://d1ralsognjng37.cloudfront.net/163def71-77fa-4e96-b932-e3bdfb0eae05.jpeg,,,Co-op Grlic baguette 2 units,Co-op,Grlic baguette,2 units,0
5704,co op 2 little gem lettuce,co op 2 little gem lettuce,Yes,,,,Co-op Little gem lettuce 2 units,Co-op,Little gem lettuce,2 units,0
5720,co op 3 milk choc stick,co op 3 milk choc stick,Yes,https://d1ralsognjng37.cloudfront.net/f41db23e-5be7-4a55-9b6d-c05f014cabf1.jpeg,,,Co-op Milk chocolate sticks  3 units,Co-op,Milk chocolate sticks ,3 units,0
5727,co op 4 chocolate nut cone,co op 4 chocolate nut cone,Yes,https://d1ralsognjng37.cloudfront.net/49983c73-bd2b-44bb-aae9-9218b93018dd.jpeg,,,Co-op Chocolate nut cone 4 units,Co-op,Chocolate nut cone,4 units,0
5732,co op 4 mini pork pie,co op 4 mini pork pie,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/21aef93554253f8cc317861ba0ca8f92/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Mini pork pie 4 units,Co-op,Mini pork pie,4 units,0
5741,co op 4 pint whole fresh milk cheaper at hour grocer download the app today,co op 4 pint fresh semi skimmed milk cheaper at hour grocer download the app today,Yes,,,,Co-op  Fresh semi skimmed milk 2.272 L,Co-op, Fresh semi skimmed milk,2.272 L,0
5741,co op 4 pint whole fresh milk cheaper at hour grocer download the app today,co op 4 pint whole fresh milk cheaper at hour grocer download the app today,Yes,,,,Co-op Whole fresh milk 2.272 L,Co-op,Whole fresh milk,2.272 L,0
5745,co op 4 strawberry vanilla cone,co op 4 strawberry and vanilla cone,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/4b0ae9ae076e45ced2ca7633ed619096/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Strawberry & vanilla cone 4 units,Co-op,Strawberry & vanilla cone,4 units,0
5745,co op 4 strawberry vanilla cone,co op 4 strawberry vanilla cone,Yes,https://d1ralsognjng37.cloudfront.net/65ca6898-fcd0-442d-9240-42d4bb808efd.jpeg,,,Co-op Strawberry & vanilla cone 4 units,Co-op,Strawberry & vanilla cone,4 units,0
5753,co op 50 sausage roll,co op 50 sausage roll,Yes,https://d1ralsognjng37.cloudfront.net/abcfb120-26a6-4728-bed0-36bf657d40d9.jpeg,,,Co-op Cocktail sausage rolls 50 units,Co-op,Cocktail sausage rolls,50 units,0
5776,co op 8 rocket lolly 464ml,co op 8 rocket lolly,Yes,https://d1ralsognjng37.cloudfront.net/7170e236-323b-4f2c-bbb0-f4cbfa26dc14.jpeg,,,Co-op Rocket lollies 8 units,Co-op,Rocket lollies,8 units,0
5776,co op 8 rocket lolly 464ml,co op 8 rocket lolly 464ml,Yes,,,,Co-op Rocket lollies 8 units,Co-op,Rocket lollies,8 units,0
5798,co op apple juice 1ltr,co op apple juice 1ltr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/343a3f059d32b935b81db55db9696a9e/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Apple juice 1 L,Co-op,Apple juice,1 L,0
5800,co op assorted fruit split 6,co op assorted fruit split 6,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/91bbfd3e139d112662d049064cfddba6/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Assorted fruit splits 6 units,Co-op,Assorted fruit splits,6 units,0
5808,co op baby wipe sensitive,co op baby wipe sensitive,Yes,https://d1ralsognjng37.cloudfront.net/fe6a881b-7543-4ccc-bb12-990e977b316e.jpeg,,,Co-op Sensitive baby wipes 80 units,Co-op,Sensitive baby wipes,80 units,0
5818,co op baked bean 4x400g,co op baked bean 400g,Yes,https://d1ralsognjng37.cloudfront.net/a3b8e126-5d0d-47bf-bd37-c193fb6997df.jpeg,,,Co-op Baked beans 400 g,Co-op,Baked beans,400 g,0
5818,co op baked bean 4x400g,co op baked bean 4x400g,Yes,https://d1ralsognjng37.cloudfront.net/adad7566-b498-488d-a6f6-18e6a7ff0a23.jpeg,,,Co-op Baked beans 4 x 400 g,Co-op,Baked beans,4 x 400 g,0
5828,co op banana 1 paqck,co op 5 pack banana,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/12912d0ebf205ebbf61c377445e97431/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Bananas 5 units,Co-op,Bananas,5 units,0
5828,co op banana 1 paqck,co op banana 1 paqck,Yes,https://d1ralsognjng37.cloudfront.net/6bb7d2b5-33b3-4c40-8b98-8d6f939e3626.jpeg,,,Co-op Banana 1 unit,Co-op,Banana,1 unit,0
5830,co op banana 5pk,co op banana 5pk,Yes,,,,Co-op Bananas 5 units,Co-op,Bananas,5 units,0
5846,co op blue 4pint milk,co op 2pint blue milk,Yes,,,,Co-op Fresh milk 1.36 L,Co-op,Fresh milk,1.36 L,0
5846,co op blue 4pint milk,co op blue 4pint milk,Yes,,,,Co-op Fresh milk 2.272 L ,Co-op,Fresh milk,2.272 L ,0
5847,co op blue sky fabric conditioner 21w 630ml,co op blue sky fabric conditioner 21w,Yes,https://d1ralsognjng37.cloudfront.net/c71895a4-8fa5-4509-8099-0de25d47ac4a.jpeg,,,Co-op Blue sky fabric conditioner 630 ml,Co-op,Blue sky fabric conditioner,630 ml,0
5847,co op blue sky fabric conditioner 21w 630ml,co op blue sky fabric conditioner 21w 630ml,Yes,https://d1ralsognjng37.cloudfront.net/9e5281b3-cd87-40de-92c2-c1511021815d.jpeg,,,Co-op Blue sky fabric conditioner 630 ml,Co-op,Blue sky fabric conditioner,630 ml,0
5848,co op blue sky fabric conditioner 630ml,co op blue sky fabric conditioner 630ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f021d51b5f98c8cd716cc688125d60ce/859baff1d76042a45e319d1de80aec7a.jpeg,,,Co-op Blue sky fabric conditioner 630 ml,Co-op,Blue sky fabric conditioner,630 ml,0
