group_id,leader,member,modify_leader,image_url,label,canonical leader ,brand,name,package ,Promotion
198,2 evervess club soda 600 ml botella 19 % desc,2 evervess club soda 600 ml botella 19 % desc,Yes,,True ,Club soda  2 x 600 ml ,,Club soda ,2 x 600 ml ,
199,2 evervess ginger 600 ml 22 % desc f10,2 evervess ginger 600 ml 22 % desc,Yes,,True ,Ginger  2 x 600 ml ,,Ginger ,2 x 600 ml ,
199,2 evervess ginger 600 ml 22 % desc f10,2 evervess ginger 600 ml 22 % desc f10,Yes,,True ,Ginger  2 x 600 ml ,,Ginger ,2 x 600 ml ,
199,2 evervess ginger ale 2 l 10 % desc,2 evervess ginger ale 2 l 10 % desc,Yes,,True ,Ginger ale 2 x 2 L ,,Ginger ale,2 x 2 L ,
199,2 fanta naranja 355 ml precio especial f4 16678,2 fanta naranja 355 ml precio especial f4 16678,Yes,,True ,Fanta  Naranja  2 x 355 ml,Fanta ,Naranja ,2 x 355 ml,
199,2 fanta naranja desechable 355 ml 11 % desc,2 fanta kolita 3 l desechable 11 % desc,Yes,,False ,Fanta  Kolita  2 x 3 L ,Fanta ,Kolita ,2 x 3 L ,
199,2 fanta naranja desechable 355 ml 11 % desc,2 fanta kolita desechable 3 l 9 % desc,Yes,,False ,Fanta  Kolita  2 x 3 L ,Fanta ,Kolita ,2 x 3 L ,
199,2 fanta naranja desechable 355 ml 11 % desc,2 fanta kolita desechable 3 l 9 % desc plu 15841,Yes,,False ,Fanta  Kolita  2 x 3 L ,Fanta ,Kolita ,2 x 3 L ,
199,2 fanta naranja desechable 355 ml 11 % desc,2 fanta naranja 3 l desechable 11 % desc,Yes,,False ,Fanta  Naranja  2 x 3 L ,Fanta ,Naranja ,2 x 3 L ,
199,2 fanta naranja desechable 355 ml 11 % desc,2 fanta naranja 355 ml,Yes,,False ,Fanta  Naranja  2 x 255 ml,Fanta ,Naranja ,2 x 255 ml,
200,2 fanta naranja desechable 355 ml 11 % desc,2 fanta naranja desechable 3 l 9 % desc,Yes,,False ,Fanta  Naranja  2 x 3 L ,Fanta ,Naranja ,2 x 3 L ,
201,2 fanta naranja desechable 355 ml 11 % desc,2 fanta naranja desechable 3 l 9 % desc plu 15841,Yes,,False ,Fanta  Naranja  2 x 3 L ,Fanta ,Naranja ,2 x 3 L ,
202,2 fanta naranja desechable 355 ml 11 % desc,2 fanta naranja desechable 355 ml 10 % desc,Yes,,True ,Fanta  Naranja  2 x 355 ml,Fanta ,Naranja ,2 x 355 ml,
205,2 fanta naranja desechable 355 ml 11 % desc,2 fanta naranja desechable 355 ml 11 % desc,Yes,,True ,Fanta  Naranja  2 x 355 ml,Fanta ,Naranja ,2 x 355 ml,
209,2 fanta naranja sin azcar bt 2.5 l f10,2 fanta naranja sin azcar bt 2.5 l f10,Yes,,True ,Fanta  Naranja sin azucar  2 x 2.5 L ,Fanta ,Naranja sin azucar ,2 x 2.5 L ,
210,2 fesca 3 l f4 15841,2 fesca 3 l f4 15841,Yes,,True ,Fresca  2 x 3 L,Fresca ,,2 x 3 L,
210,2 flor de caa ultralite 750 ml 25 % desc,2 flor de caa ultralite 750 ml 25 % desc,Yes,,True ,Flor de caña  Ron ultimate  2 x 750 ml ,Flor de caña ,Ron ultimate ,2 x 750 ml ,
210,2 fresca 355 ml,2 fresca 355 ml,Yes,,True ,Fresca  2 x 355 ml,Fresca ,,2 x 355 ml,
211,2 fresca 600 ml f4 16022,2 fresca 600 ml f4 16022,Yes,,True ,Fresca  2 x 355 ml,Fresca ,,2 x 355 ml,
211,2 fresca 600 ml precio especial f4 16022,2 fresca 3 l precio especial f4 15841,Yes,,False ,Fanta  Naranja  2 x 3 L ,Fanta ,Naranja ,2 x 3 L ,
211,2 fresca 600 ml precio especial f4 16022,2 fresca 355 ml precio especial f4 16678,Yes,,True ,Fresca  2 x 355 ml,Fresca ,,2 x 355 ml,
211,2 fresca 600 ml precio especial f4 16022,2 fresca 600 ml precio especial f4 16022,Yes,,True ,Fresca  2 x 600 ml ,Fresca ,,2 x 600 ml ,
211,2 fresca desechable 600 ml 10 % desc,2 fresca 3 l desechable 11 % desc,Yes,,False ,Fresca  2 x 3 L ,Fresca ,,2 x 3 L ,
211,2 fresca desechable 600 ml 10 % desc,2 fresca 600 ml desechable 11 % desc,Yes,,True ,Fresca  2 x 600 ml ,Fresca ,,2 x 600 ml ,
211,2 fresca desechable 600 ml 10 % desc,2 fresca desechable 3 l 9 % desc,Yes,,False ,Fresca  2 x 3 L ,Fresca ,,2 x 3 L ,
212,2 fresca desechable 600 ml 10 % desc,2 fresca desechable 3 l 9 % desc plu 15841,Yes,,False ,Fresca  2 x 3 L ,Fresca ,,2 x 3 L ,
212,2 fresca desechable 600 ml 10 % desc,2 fresca desechable 355 ml 10 % desc,Yes,,False ,Fresca  2 x 355 ml,Fresca ,,2 x 355 ml,
213,2 fresca desechable 600 ml 10 % desc,2 fresca desechable 355 ml 11 % desc,Yes,,False ,Fresca  2 x 355 ml,Fresca ,,2 x 355 ml,
214,2 fresca desechable 600 ml 10 % desc,2 fresca desechable 600 ml 10 % desc,Yes,,True ,Fresca  2 x 600 ml ,Fresca ,,2 x 600 ml ,
216,2 frontera resv caberntet tinta 1.5 l 50 % desc,2 frontera resv caberntet tinta 1.5 l 40 % desc,Yes,,True ,Frontera  Reserva Cabernet tinta  2 x 1.5 L ,Frontera ,Reserva Cabernet tinta ,2 x 1.5 L ,
216,2 frontera resv caberntet tinta 1.5 l 50 % desc,2 frontera resv caberntet tinta 1.5 l 50 % desc,Yes,,True ,Frontera  Reserva Cabernet tinta  2 x 1.5 L ,Frontera ,Reserva Cabernet tinta ,2 x 1.5 L ,
217,2 fuze te melocotn 3 l 9 % desc,2 fuze te melocotn 3 l 9 % desc,Yes,,True ,Fuze Té melocoton  2 x 3 L ,Fuze,Té melocoton ,2 x 3 L ,
217,2 fuze te melocotn 3 l f10,2 fuze te melocotn 3 l f10,Yes,,True ,Fuze Té melocoton  2 x 3 L ,Fuze,Té melocoton ,2 x 3 L ,
218,2 fuze te verde limon zero 2.5 l 10 % desc,2 fuze te verde limn zero 2.5 l 12 % desc,Yes,,True ,Fuze Té verde limon zero 2 x 2.5 L,Fuze,Té verde limon zero,2 x 2.5 L,
218,2 fuze te verde limon zero 2.5 l 10 % desc,2 fuze te verde limon zero 2.5 l 10 % desc,Yes,,True ,Fuze Té verde limon zero 2 x 2.5 L,Fuze,Té verde limon zero,2 x 2.5 L,
219,2 fuze te zero mango manzana 2.5l 10 % desc,2 fuze te zero mango manzana 2.5 l 12 % desc,Yes,,True ,Fuze Té mango manzana zero  2 x 2.5 L,Fuze,Té mango manzana zero ,2 x 2.5 L,
220,2 fuze te zero mango manzana 2.5l 10 % desc,2 fuze te zero mango manzana 2.5l 10 % desc,Yes,,True ,Fuze Té mango manzana zero  2 x 2.5 L,Fuze,Té mango manzana zero ,2 x 2.5 L,
221,2 fuze te zero melocotn 2.5 l 12 % desc,2 fuze te melocoton zero 2.5 l 10 % desc,Yes,,True ,Fuze Té melocoton zero  2 x 2.5 L,Fuze,Té melocoton zero ,2 x 2.5 L,
222,2 fuze te zero melocotn 2.5 l 12 % desc,2 fuze te zero melocotn 2.5 l 12 % desc,Yes,,True ,Fuze Té melocoton zero  2 x 2.5 L,Fuze,Té melocoton zero ,2 x 2.5 L,
223,2 gato negro cabernet suavignon 750 ml 18 % desc,2 gato negro cabernet suavignon 750 ml 18 % desc,Yes,,True ,Gato negro  Cabernet Suavignon 2 x 750 ml,Gato negro ,Cabernet Suavignon,2 x 750 ml,
223,2 gato negro merlot 750 ml 18 % desc,2 gato negro merlot 750 ml 18 % desc,Yes,,True ,Gato negro  Merlot 2 x 750 ml,Gato negro ,Merlot,2 x 750 ml,
225,2 gatorade berry blue 600 ml 14 % desc,2 gatorade berry blue 600 ml 14 % desc,Yes,,True ,Gatorade  Berry blue  2 x 600 ml ,Gatorade ,Berry blue ,2 x 600 ml ,
226,2 gatorade fruit punch 1 l 21 % desc f10,2 gatorade fruit punch 1 l 21 % desc f10,Yes,,True ,Gatorade  Fruit punch  2 x 1 L,Gatorade ,Fruit punch ,2 x 1 L,
227,2 gatorade glacier zero 591 ml 12 % desc,2 gatorade glaci zero 591 ml 11 % desc,Yes,,True ,Gatorade  Glacier zero  2 x 591 ml ,Gatorade ,Glacier zero ,2 x 591 ml ,
227,2 gatorade glacier zero 591 ml 12 % desc,2 gatorade glacier zero 591 ml 12 % desc,Yes,,True ,Gatorade  Glacier zero  2 x 591 ml ,Gatorade ,Glacier zero ,2 x 591 ml ,
227,2 gatorade naranja 1000 ml 21 % desc f10,2 gatorade naranja 1000 ml 21 % desc f10,Yes,,True ,Gatorade  Naranja  2 x 1 L,Gatorade ,Naranja ,2 x 1 L,
227,2 gatorade naranja 600 ml 14 % desc,2 gatorade naranja 600 ml 14 % desc,Yes,,True ,Gatorade  Naranja  2 x 600 ml ,Gatorade ,Naranja ,2 x 600 ml ,
228,2 gatorade naranja zero 591 ml 12 % desc,2 gatorade naran zero 591 ml 12 % desc,Yes,,True ,Gatorade  Naranja zero  2 x 591 ml ,Gatorade ,Naranja zero ,2 x 591 ml ,
229,2 gatorade naranja zero 591 ml 12 % desc,2 gatorade naran zero bot 591 ml 11 % desc,Yes,,True ,Gatorade  Naranja zero  2 x 591 ml ,Gatorade ,Naranja zero ,2 x 591 ml ,
230,2 gatorade naranja zero 591 ml 12 % desc,2 gatorade naranja zero 591 ml 11 % desc,Yes,,True ,Gatorade  Naranja zero  2 x 591 ml ,Gatorade ,Naranja zero ,2 x 591 ml ,
231,2 gatorade naranja zero 591 ml 12 % desc,2 gatorade naranja zero 591 ml 12 % desc,Yes,,True ,Gatorade  Naranja zero  2 x 591 ml ,Gatorade ,Naranja zero ,2 x 591 ml ,
231,2 gatorade ponche frutas 600 ml 14 % desc,2 gatorade ponche frutas 600 ml 14 % desc,Yes,,True ,Gatorade  Ponche frutas  2 x 600 ml ,Gatorade ,Ponche frutas ,2 x 600 ml ,
232,2 ginger ale 355 ml f4 16678,2 ginger ale 355 ml f4 16678,Yes,,True , Ginger ale  2 x 355 ml ,,Ginger ale ,2 x 355 ml ,
232,2 ginger ale 355 ml precio especial f4 16678,2 ginger ale 355 ml precio especial f4 16678,Yes,,True , Ginger ale  2 x 355 ml ,,Ginger ale ,2 x 355 ml ,
232,2 ginger ale desechable 355 ml 11 % desc,2 ginger ale desechable 355 ml 10 % desc,Yes,,True , Ginger ale  2 x 2.5 L,,Ginger ale ,2 x 2.5 L,
233,2 ginger ale desechable 355 ml 11 % desc,2 ginger ale desechable 355 ml 11 % desc,Yes,,True , Ginger ale  2 x 2.5 L,,Ginger ale ,2 x 2.5 L,
234,2 hic refresco te con limn 2.5 l f10,2 hic refresco te con limn 2.5 l 10 % desc,Yes,,True ,Hi-c Té con limón  2 x 2.5 L,Hi-c,Té con limón ,2 x 2.5 L,
234,2 hic refresco te con limn 2.5 l f10,2 hic refresco te con limn 2.5 l 9 % desc,Yes,,True ,Hi-c Té con limón  2 x 2.5 L,Hi-c,Té con limón ,2 x 2.5 L,
235,2 hic refresco te con limn 2.5 l f10,2 hic refresco te con limn 2.5 l f10,Yes,,True ,Hi-c Té con limón  2 x 2.5 L,Hi-c,Té con limón ,2 x 2.5 L,
236,2 imperial cerveza lata 10 ml durex sorpresa y placer f4 16787,2 imperial cerveza lata 10 ml durex sorpresa y placer f4 16787,Yes,,True ,Imperial  Cerveza + durex sorpresa y pacer  2 x 10 ml ,Imperial ,Cerveza + durex sorpresa y pacer ,2 x 10 ml ,
236,2 jet bebida energtica 600 ml botella 30 % desc,2 jet bebida energtica 600 ml botella 24 % desc,Yes,,True ,Jet  Bebida energetica 2 x 600 ml ,Jet ,Bebida energetica,2 x 600 ml ,
236,2 jet bebida energtica 600 ml botella 30 % desc,2 jet bebida energtica 600 ml botella 30 % desc,Yes,,True ,Jet  Bebida energetica 2 x 600 ml ,Jet ,Bebida energetica,2 x 600 ml ,
236,2 kotex prote.days normal 15 uds 15 % desc,2 kotex prote.days normal 15 uds 15 % desc,Yes,,True ,Kotex  protector diario days normal  30 unids,Kotex ,protector diario days normal ,30 unids,
236,2 la croix bebida limn 355 ml 22 % desc,2 la croix bebida gasificada lima lata 355 ml 22 % desc,Yes,,False ,La Croix  Bebida gasificada lima  2 x 355 ml ,La Croix ,Bebida gasificada lima ,2 x 355 ml ,
237,2 la croix bebida limn 355 ml 22 % desc,2 la croix bebida gasificada limn lata 355 ml 22 % desc,Yes,,False ,La Croix  Bebida gasificada lima  2 x 355 ml ,La Croix ,Bebida gasificada lima ,2 x 355 ml ,
238,2 la croix bebida limn 355 ml 22 % desc,2 la croix bebida gasificada naranja lata 355 ml 22 % desc,Yes,,True ,La Croix  Bebida gasificada naranja  2 x 355 ml ,La Croix ,Bebida gasificada naranja ,2 x 355 ml ,
238,2 la croix bebida limn 355 ml 22 % desc,2 la croix bebida lima 355 ml 22 % desc,Yes,,True ,La Croix  Bebida lima  2 x 355 ml ,La Croix ,Bebida lima ,2 x 355 ml ,
238,2 la croix bebida limn 355 ml 22 % desc,2 la croix bebida limn 355 ml 22 % desc,Yes,,True ,La Croix  Bebida lima  2 x 355 ml ,La Croix ,Bebida lima ,2 x 355 ml ,
239,2 la croix bebida naranja 355 ml 22 % desc,2 la croix bebida naranja 355 ml 22 % desc,Yes,,True ,La Croix  Bebida gasificada naranja  2 x 355 ml ,La Croix ,Bebida gasificada naranja ,2 x 355 ml ,
240,2 mar y sol sangra tinta 750 ml 50 % desc,1 mar y sol sangra tinta 750 ml 20 % desc,Yes,,True ,Mar y sol  Sandria tinta  750 ml,Mar y sol ,Sandria tinta ,750 ml,
242,2 mar y sol sangra tinta 750 ml 50 % desc,2 mar y sol sangra tinta 750 ml 40 % desc,Yes,,True ,Mar y sol  Sandria tinta  2 x 750 ml,Mar y sol ,Sandria tinta ,2 x 750 ml,
245,2 mar y sol sangra tinta 750 ml 50 % desc,2 mar y sol sangra tinta 750 ml 50 % desc,Yes,,True ,Mar y sol  Sandria tinta  2 x 750 ml,Mar y sol ,Sandria tinta ,2 x 750 ml,
246,2 maretti brusch mediterrneo 40 g 60 % desc,2 maretti brusch mediterrneo 40 g 60 % desc,Yes,,True ,Maretti  Brusch mediterrneo 2 x 40 g ,Maretti ,Brusch mediterrneo,2 x 40 g ,
246,2 maretti brusch tomate oliva 40 g 60 % desc,2 maretti brusch tomate oliva 40 g 60 % desc,Yes,,True ,Maretti  Brusch tomate oliva 2 x 40 g ,Maretti ,Brusch tomate oliva,2 x 40 g ,
247,2 maxxx energy fresa acai cero 350 ml 20 % desc,2 maxxx energy fresa acai cero 350 ml 20 % desc,Yes,,True ,Maxxx Energy fresa acai cero 2 x 350 ml ,Maxxx,Energy fresa acai cero,2 x 350 ml ,
248,2 mirinda pia 600 ml 22 %,2 mirinda pia 600 ml 22 %,Yes,,True ,Mirinda Gaseosa sabor piña  2 unids x 600 ml,Mirinda,Gaseosa sabor piña ,2 unids x 600 ml,1
248,2 mirinda pia 600 ml 22 % desc f10,2 mirinda pia 600 ml 10 % desc,Yes,,True ,Mirinda Gaseosa sabor piña  2 unids x 600 ml,Mirinda,Gaseosa sabor piña ,2 unids x 600 ml,1
248,2 mirinda pia 600 ml 22 % desc f10,2 mirinda pia 600 ml 22 % desc f10,Yes,,True ,Mirinda Gaseosa sabor piña  2 unids x 600 ml,Mirinda,Gaseosa sabor piña ,2 unids x 600 ml,1
250,2 monster energy mang loco 473 ml 16 % desc f4,2 monster energy mang loco 473 ml 16 % desc f4,Yes,,True ,Monster Energy Bebida energética sabor mango loco 2 unids x 473 ml,Monster Energy,Bebida energética sabor mango loco,2 unids x 473 ml,1
251,2 monster energy zero 473 ml 16 % desc f4,2 monster energy regular 473 ml 16 % desc f4,Yes,,False ,Monster Energy Bebida energética regular 2 unids x 473 ml,Monster Energy,Bebida energética regular,2 unids x 473 ml,1
252,2 monster energy zero 473 ml 16 % desc f4,2 monster energy ultra 473 ml 16 % desc f4,Yes,,False ,Monster Energy Bebida energética ultra 2 unids x 473 ml,Monster Energy,Bebida energética ultra,2 unids x 473 ml,1
253,2 monster energy zero 473 ml 16 % desc f4,2 monster energy zero 473 ml 16 % desc f4,Yes,,True ,Monster Energy Bebida energética zero 2 unids x 473 ml,Monster Energy,Bebida energética zero,2 unids x 473 ml,1
253,2 pan franc por 1100,2 pan franc por 1100,Yes,,True ,Pan francés 2 unids,,Pan francés,2 unids,0
253,2 paquetes manzana rojas empacadas de 4 uds 25 % desc,2 paquetes manzana rojas empacadas de 4 uds 25 % desc,Yes,,True ,Manzanas rojas  2 unids x 4 unids,,Manzanas rojas ,2 unids x 4 unids,1
254,2 peasol sangra 1 l 2 manzana gala f4 16720,2 peasol sangra 1 l 2 manzana gala f4 16720,Yes,,True ,Peñasol Sangría manzana gala 2 unids x 1.5 L,Peñasol,Sangría manzana gala,2 unids x 1.5 L,0
255,2 peasol sangra blanca 1l 15 % desc vino error,2 peasol sangra blanca 1 l 15 % desc,Yes,,True ,Peñasol Sangría blanca 2 unids x 1.5 L,Peñasol,Sangría blanca,2 unids x 1.5 L,1
255,2 peasol sangra blanca 1l 15 % desc vino error,2 peasol sangra blanca 1l 15 % desc,Yes,,True ,Peñasol Sangría blanca 2 unids x 1.5 L,Peñasol,Sangría blanca,2 unids x 1.5 L,1
256,2 peasol sangra blanca 1l 15 % desc vino error,2 peasol sangra blanca 1l 15 % desc vino error,Yes,,True ,Peñasol Sangría blanca 2 unids x 1.5 L,Peñasol,Sangría blanca,2 unids x 1.5 L,1
,2 peasol sangra original 1.5 l 15 % desc,2 peasol sangra original 1.5 l 15 % desc,Yes,,True ,Peñasol Sangría original 2 unids x 1.5 L,Peñasol,Sangría original,2 unids x 1.5 L,1
,2 peasol sangra tetra 1 l 15 % desc vino error,2 peasol sangra tetra 1 l 15 % desc,Yes,,True ,Peñasol Sangría  2 unids x 1 L,Peñasol,Sangría ,2 unids x 1 L,1
,2 peasol sangra tetra 1 l 15 % desc vino error,2 peasol sangra tetra 1 l 15 % desc vino error,Yes,,True ,Peñasol Sangría  2 unids x 1 L,Peñasol,Sangría ,2 unids x 1 L,1
,2 pepsi black 2.5 l 11 % desc,2 pepsi black 2.5 l 11 % desc,Yes,,True ,Pepsi Gaseosa black 2 unids x 2.5 L,Pepsi,Gaseosa black,2 unids x 2.5 L,1
257,2 pepsi black botella 2.5 l 12 % desc,2 pepsi black botella 2.5 l 12 % desc,Yes,,True ,Pepsi Gaseosa black 2 unids x 2.5 L,Pepsi,Gaseosa black,2 unids x 2.5 L,1
258,2 pepsi desechable 600 ml 30 % desc,2 pepsi black desechable 600 ml 11 % desc,Yes,,True ,Pepsi Gaseosa black 2 unids x 600 ml,Pepsi,Gaseosa black,2 unids x 600 ml,1
258,2 pepsi desechable 600 ml 30 % desc,2 pepsi black desechable 600 ml 12 % desc,Yes,,True ,Pepsi Gaseosa black 2 unids x 600 ml,Pepsi,Gaseosa black,2 unids x 600 ml,1
258,2 pepsi desechable 600 ml 30 % desc,2 pepsi black desechable 600 ml 26 % desc,Yes,,True ,Pepsi Gaseosa black 2 unids x 600 ml,Pepsi,Gaseosa black,2 unids x 600 ml,1
258,2 pepsi desechable 600 ml 30 % desc,2 pepsi black desechable 600 ml 26 % desc f10,Yes,,True ,Pepsi Gaseosa black 2 unids x 600 ml,Pepsi,Gaseosa black,2 unids x 600 ml,1
258,2 pepsi desechable 600 ml 30 % desc,2 pepsi black desechable 600 ml botella 12 % desc,Yes,,False ,Pepsi Gaseosa black 2 unids x 600 ml,Pepsi,Gaseosa black,2 unids x 600 ml,1
258,2 pepsi desechable 600 ml 30 % desc,2 pepsi desechable 3 l 12 % desc,Yes,,False ,Pepsi Gaseosa 2 unids x 3L,Pepsi,Gaseosa ,2 unids x 3L,1
258,2 pepsi desechable 600 ml 30 % desc,2 pepsi desechable 600 ml 16 % desc,Yes,,False ,Pepsi Gaseosa 2 unids x 600 ml,Pepsi,Gaseosa ,2 unids x 600 ml,1
258,2 pepsi desechable 600 ml 30 % desc,2 pepsi desechable 600 ml 19 % desc,Yes,,True ,Pepsi Gaseosa 2 unids x 600 ml,Pepsi,Gaseosa ,2 unids x 600 ml,1
258,2 pepsi desechable 600 ml 30 % desc,2 pepsi desechable 600 ml 22 % desc,Yes,,True ,Pepsi Gaseosa 2 unids x 600 ml,Pepsi,Gaseosa ,2 unids x 600 ml,1
258,2 pepsi desechable 600 ml 30 % desc,2 pepsi desechable 600 ml 22 % desc f10,Yes,,True ,Pepsi Gaseosa 2 unids x 600 ml,Pepsi,Gaseosa ,2 unids x 600 ml,1
258,2 pepsi desechable 600 ml 30 % desc,2 pepsi desechable 600 ml 30 % desc,Yes,,True ,Pepsi Gaseosa 2 unids x 600 ml,Pepsi,Gaseosa ,2 unids x 600 ml,1
259,2 pilsen cerveza lata 710 ml durex sorpresa y placer f4 16786,2 pilsen cerveza lata 710 ml durex sorpresa y placer f4 16786,Yes,,True ,Pilsen Cerveza + condones Durex sorpresa y placer 2 unids,Pilsen,Cerveza + condones Durex sorpresa y placer,2 unids,0
260,2 platano tiras am g 50 % desc,2 platano tiras am g 40 % desc,Yes,,True ,Am Tiras de plátano 2 unids,Am,Tiras de plátano,2 unids,1
260,2 platano tiras am g 50 % desc,2 platano tiras am g 50 % desc,Yes,,True ,Am Tiras de plátano 2 unids,Am,Tiras de plátano,2 unids,1
261,2 postobon manzana 400 ml 30 % desc,2 postobon manzana 400 ml 30 % desc,Yes,,True ,Postobon Gaseosa sabor manzana 2 unids x 400 ml,Postobon,Gaseosa sabor manzana,2 unids x 400 ml,1
264,2 powerade ion avalance 600 ml f4 16682,2 powerade ion avalanc 600 ml 10 % desc,Yes,,True ,Powerade Bebida deportiva ion sabor avalanche 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor avalanche,2 unids x 600 ml,1
264,2 powerade ion avalance 600 ml f4 16682,2 powerade ion avalanc bt 600 ml 10 % desc,Yes,,True ,Powerade Bebida deportiva ion sabor avalanche 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor avalanche,2 unids x 600 ml,1
264,2 powerade ion avalance 600 ml f4 16682,2 powerade ion avalance 600 ml f 16682,Yes,,True ,Powerade Bebida deportiva ion sabor avalanche 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor avalanche,2 unids x 600 ml,1
264,2 powerade ion avalance 600 ml f4 16682,2 powerade ion avalance 600 ml f4 16682,Yes,,True ,Powerade Bebida deportiva ion sabor avalanche 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor avalanche,2 unids x 600 ml,1
267,2 powerade ion frutas bt 600 ml 10 % desc,2 powerade ion frutas 600 ml 10 % desc,Yes,,True ,Powerade Bebida deportiva ion sabor frutas 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor frutas,2 unids x 600 ml,1
267,2 powerade ion frutas bt 600 ml 10 % desc,2 powerade ion frutas 600 ml f4 16682,Yes,,True ,Powerade Bebida deportiva ion sabor frutas 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor frutas,2 unids x 600 ml,1
267,2 powerade ion frutas bt 600 ml 10 % desc,2 powerade ion frutas bt 600 ml 10 % desc,Yes,,True ,Powerade Bebida deportiva ion sabor frutas 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor frutas,2 unids x 600 ml,1
269,2 powerade ion naranja 600 ml precio especial f4 f4 16788,2 powerade ion avalanc 600 ml precio especial f4 16682,Yes,,False ,Powerade Bebida deportiva ion sabor avalanche 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor avalanche,2 unids x 600 ml,1
269,2 powerade ion naranja 600 ml precio especial f4 f4 16788,2 powerade ion avalanc 600 ml precio especial f4 f4 16788,Yes,,False ,Powerade Bebida deportiva ion sabor avalanche 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor avalanche,2 unids x 600 ml,1
269,2 powerade ion naranja 600 ml precio especial f4 f4 16788,2 powerade ion frutas 600 ml precio especial f4 16682,Yes,,False ,Powerade Bebida deportiva ion sabor frutas 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor frutas,2 unids x 600 ml,1
269,2 powerade ion naranja 600 ml precio especial f4 f4 16788,2 powerade ion frutas 600 ml precio especial f4 c,Yes,,False ,Powerade Bebida deportiva ion sabor frutas 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor frutas,2 unids x 600 ml,1
269,2 powerade ion naranja 600 ml precio especial f4 f4 16788,2 powerade ion naranja 600 ml precio especial f4 16682,Yes,,True ,Powerade Bebida deportiva ion sabor naranja 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor naranja,2 unids x 600 ml,1
269,2 powerade ion naranja 600 ml precio especial f4 f4 16788,2 powerade ion naranja 600 ml precio especial f4 f4 16788,Yes,,True ,Powerade Bebida deportiva ion sabor naranja 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor naranja,2 unids x 600 ml,1
270,2 powerade ion naranja bt 600 ml 10 % desc,2 powerade ion naranja 600 ml 10 % desc,Yes,,True ,Powerade Bebida deportiva ion sabor naranja 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor naranja,2 unids x 600 ml,1
270,2 powerade ion naranja bt 600 ml 10 % desc,2 powerade ion naranja 600 ml f4 16682,Yes,,True ,Powerade Bebida deportiva ion sabor naranja 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor naranja,2 unids x 600 ml,1
270,2 powerade ion naranja bt 600 ml 10 % desc,2 powerade ion naranja bt 600 ml 10 % desc,Yes,,True ,Powerade Bebida deportiva ion sabor naranja 2 unids x 600 ml,Powerade,Bebida deportiva ion sabor naranja,2 unids x 600 ml,1
271,2 powerade zero fruit punch 591 ml 10 % desc,2 powerade zero fruit punch 591 ml 10 % desc,Yes,,True ,Powerade Bebida deportiva zero fruit punch 2 unids x 591 ml,Powerade,Bebida deportiva zero fruit punch,2 unids x 591 ml,1
272,2 powerade zero grape 591 ml 10 % desc,2 powerade zero grape 591 ml 10 % desc,Yes,,True ,Powerade Bebida deportiva zero mix berry 2 unids x 591 ml,Powerade,Bebida deportiva zero mix berry,2 unids x 591 ml,1
274,2 powerade zero mix berry 591 ml 10 % desc,2 powerade zero mix berry 591 ml 10 % desc,Yes,,True ,Powerade Bebida deportiva zero mix berry 2 unids x 591 ml,Powerade,Bebida deportiva zero mix berry,2 unids x 591 ml,1
275,2 powerade zero mix berry 591 ml precio especial f4 16682,2 powerade zero grape 591 ml precio especial f4 16682,Yes,,False ,Powerade Bebida deportiva zero mix berry 2 unids x 591 ml,Powerade,Bebida deportiva zero mix berry,2 unids x 591 ml,1
275,2 powerade zero mix berry 591 ml precio especial f4 16682,2 powerade zero mix berry 591 ml precio especial f4 16682,Yes,,True ,Powerade Bebida deportiva zero mix berry 2 unids x 591 ml,Powerade,Bebida deportiva zero mix berry,2 unids x 591 ml,1
276,2 pudin de avena 225 g 26 % desc,2 pudin de avena 225 g 26 % desc,Yes,,True ,Pudin de avena  2 unids x 225 g,,Pudin de avena ,2 unids x 225 g,1
277,2 rucio sangra 1 l 17 % desc,2 rucio sangra 1 l 17 % desc,Yes,,True ,Sangría 2 unids x 1 L,,Sangría,2 unids x 1 L,1
278,2 six pack bavaria master edition lata 350 ml 15 % desc,2 six pack bavaria master edition lata 350 ml 15 % desc,Yes,,True ,Bavaria Cerveza Masters 2 unids x 6 unids,Bavaria,Cerveza Masters,2 unids x 6 unids,1
279,2 six pack coors light lata 354 ml 50 % desc,2 six pack coors light lata 354 ml 40 % desc,Yes,,True ,Coors Light Cerveza 2 unids x 6 unids,Coors Light,Cerveza,2 unids x 6 unids,1
