group_id,leader,member,modify_leader,image_url,label,canonical leader,brand,name,package ,promotion
244,astra zeneca uk limited atacand 32 mg x 14 tabletas,astra zeneca uk limited atacand 32 mg x 14 tabletas,Yes,,TRUE,Atacand Candesartán Cilexetilo 32 mg 14 tabletas,Atacand,Candesartán Cilexetilo 32 mg,14 tabletas,
245,astra zeneca uk limited atacand 8 mg x 14 tabletas,astra zeneca uk limited atacand 8 mg x 14 tabletas,Yes,,TRUE,Atacand Candesartán Cilexetilo 8 mg 14 tabletas,Atacand,Candesartán Cilexetilo 8 mg,14 tabletas,
246,astra zeneca uk limited atacand plus 1612.5 mg x 14 tabletas,astra zeneca uk limited atacand plus 1612.5 mg x 14 tabletas,Yes,,TRUE,Atacand Candesartán Cilexetilo 16 mg/Hdroclorotiazida 12.5 mg Plus 14 tabletas,Atacand,Candesartán Cilexetilo 16 mg/Hdroclorotiazida 12.5 mg Plus,14 tabletas,
247,astra zeneca uk limited atacand plus 3212.5 mg x 14 comprimidos,astra zeneca uk limited atacand plus 3212.5 mg x 14 comprimidos,Yes,,TRUE,Atacand Candesartán Cilexetilo 32 mg/Hdroclorotiazida 12.5 mg Plus 14 comprimidos,Atacand,Candesartán Cilexetilo 32 mg/Hdroclorotiazida 12.5 mg Plus,14 comprimidos,
248,astra zeneca uk limited atacand plus 3225 mg x 14 comprimidos,astra zeneca uk limited atacand plus 3225 mg x 14 comprimidos,Yes,,TRUE,Atacand Candesartán Cilexetilo 32 mg/Hdroclorotiazida 25 mg Plus 14 comprimidos,Atacand,Candesartán Cilexetilo 32 mg/Hdroclorotiazida 25 mg Plus,14 comprimidos,
249,astra zeneca uk limited brilinta 90 mg x 60 tabletas,astra zeneca uk limited brilinta 90 mg x 30 tabletas,Yes,,FALSE,Brilinta Ticagrelor 90 mg 30 tabletas,Brilinta,Ticagrelor 90 mg,30 tabletas,
249,astra zeneca uk limited brilinta 90 mg x 60 tabletas,astra zeneca uk limited brilinta 90 mg x 60 tabletas,Yes,,TRUE,Brilinta Ticagrelor 90 mg 60 tabletas,Brilinta,Ticagrelor 90 mg,60 tabletas,
251,astra zeneca uk limited crestor 20 mg x 30 tabletas,astra zeneca uk limited crestor 20 mg x 30 tabletas,Yes,,TRUE,Crestor Rosuvastatina 20 mg 30 tabletas,Crestor,Rosuvastatina 20 mg,30 tabletas,
252,astra zeneca uk limited crestor 40 mg x 30 tabletas,astra zeneca uk limited crestor 40 mg x 30 tabletas,Yes,,TRUE,Crestor Rosuvastatina 40 mg 30 tabletas,Crestor,Rosuvastatina 40 mg,30 tabletas,
253,astra zeneca uk limited forxiga 10 mg x 30 tabletas,astra zeneca uk limited crestor 10 mg x 30 tabletas,Yes,,FALSE,Crestor Rosuvastatina 20 mg 30 tabletas,Crestor,Rosuvastatina 20 mg,30 tabletas,
253,astra zeneca uk limited forxiga 10 mg x 30 tabletas,astra zeneca uk limited forxiga 10 mg x 30 tabletas,Yes,,TRUE,Forxiga Dapagliflozina 10 mg 30 tabletas,Forxiga,Dapagliflozina 10 mg,30 tabletas,
254,astra zeneca uk limited forxiga 5 mg x 30 tabletas,astra zeneca uk limited forxiga 5 mg x 30 tabletas,Yes,,TRUE,Forxiga Dapagliflozina 5 mg 30 tabletas,Forxiga,Dapagliflozina 5 mg,30 tabletas,
255,astra zeneca uk limited kombiglyze xr 2.5 1000 mg x 28 tabletas,astra zeneca uk limited kombiglyze xr 2.5 1000 mg x 28 tabletas,Yes,,TRUE,Kombiglyze Saxagliptina 2.5 mg/metformina 1000 mg XR 28 tabletas,Kombiglyze,Saxagliptina 2.5 mg/metformina 1000 mg XR,28 tabletas,
256,astra zeneca uk limited nexium 10 mg x 28 sobres,astra zeneca uk limited nexium 10 mg x 28 sobres,Yes,,TRUE,Nexium Esomeprazol 10 mg 28 unids,Nexium,Esomeprazol 10 mg,28 unids,
257,astra zeneca uk limited nexium 20 mg x 28 comprimidos,astra zeneca uk limited nexium 20 mg x 14 comprimidos,Yes,,FALSE,Nexium Esomeprazol 20 mg 14 comprimidos,Nexium,Esomeprazol 20 mg,14 comprimidos,
257,astra zeneca uk limited nexium 20 mg x 28 comprimidos,astra zeneca uk limited nexium 20 mg x 28 comprimidos,Yes,,TRUE,Nexium Esomeprazol 20 mg 28 comprimidos,Nexium,Esomeprazol 20 mg,28 comprimidos,
258,astra zeneca uk limited nexium 40 mg x 28 comprimidos,astra zeneca uk limited nexium 40 mg x 14 comprimidos,Yes,,FALSE,Nexium Esomeprazol 20 mg 14 comprimidos,Nexium,Esomeprazol 20 mg,14 comprimidos,
258,astra zeneca uk limited nexium 40 mg x 28 comprimidos,astra zeneca uk limited nexium 40 mg x 28 comprimidos,Yes,,TRUE,Nexium Esomeprazol 20 mg 28 comprimidos,Nexium,Esomeprazol 20 mg,28 comprimidos,
259,astra zeneca uk limited pulmicort suspension nebulizador sobre x5,astra zeneca uk limited pulmicort suspension nebulizador sobre x5,Yes,,TRUE,Pulmicort Budesonida 0.50 mg 5 unids,Pulmicort,Budesonida 0.50 mg,5 unids,
260,astra zeneca uk limited symbicort rapihaler 160 4.5 mcg x 120 dosis,astra zeneca uk limited symbicort rapihaler 160 4.5 mcg x 120 dosis,Yes,,TRUE,Symbicort Budesonida 160 mg/formoterol 4.5 mcg Rapihaler 120 dosis,Symbicort,Budesonida 160 mg/formoterol 4.5 mcg Rapihaler,120 dosis,
261,astra zeneca uk limited symbicort rapihaler 80 4.5 mcg x 120 dosis,astra zeneca uk limited symbicort rapihaler 80 4.5 mcg x 120 dosis,Yes,,TRUE,Symbicort Budesonida 80 mg/formoterol 4.5 mcg Rapihaler 120 dosis,Symbicort,Budesonida 80 mg/formoterol 4.5 mcg Rapihaler,120 dosis,
262,astra zeneca uk limited symbicort turbuhaler 160 4.5 mcg x 60 dosis,astra zeneca uk limited symbicort turbuhaler 160 4.5 mcg x 120 dosis,Yes,,FALSE,Symbicort Budesonida 160 mg/formoterol 4.5 mcg turbuhaler 120 dosis,Symbicort,Budesonida 160 mg/formoterol 4.5 mcg turbuhaler,120 dosis,
262,astra zeneca uk limited symbicort turbuhaler 160 4.5 mcg x 60 dosis,astra zeneca uk limited symbicort turbuhaler 160 4.5 mcg x 60 dosis,Yes,,TRUE,Symbicort Budesonida 160 mg/formoterol 4.5 mcg turbuhaler 60 dosis,Symbicort,Budesonida 160 mg/formoterol 4.5 mcg turbuhaler,60 dosis,
263,astra zeneca uk limited symbicort turbuhaler 320 9 mcg,astra zeneca uk limited symbicort turbuhaler 320 9 mcg,Yes,,TRUE,Symbicort Budesonida 320 mg/formoterol 9 mcg turbuhaler 1 unid,Symbicort,Budesonida 320 mg/formoterol 9 mcg turbuhaler,1 unid,
264,astra zeneca uk limited symbicort turbuhaler 80 4.5 mcg,astra zeneca uk limited symbicort turbuhaler 80 4.5 mcg,Yes,,TRUE,Symbicort Budesonida 80 mg/formoterol 4.5 mcg turbuhaler 1 unid,Symbicort,Budesonida 80 mg/formoterol 4.5 mcg turbuhaler,1 unid,
265,astra zeneca uk limited xigduo xr 10 mg 1000 mg x 30 comprimidos,astra zeneca uk limited xigduo xr 10 mg 1000 mg x 30 comprimidos,Yes,,TRUE,Xigduo Dapagliflozina 10 mg/metformina 1000 mg XR 30 comprimidos,Xigduo,Dapagliflozina 10 mg/metformina 1000 mg XR,30 comprimidos,
266,astra zeneca uk limited xigduo xr 5 mg 1000 mg x 30 comprimidos,astra zeneca uk limited xigduo xr 5 mg 1000 mg x 30 comprimidos,Yes,,TRUE,Xigduo Dapagliflozina 5 mg/metformina 1000 mg XR 30 comprimidos,Xigduo,Dapagliflozina 5 mg/metformina 1000 mg XR,30 comprimidos,
269,atacand 32 mg tabletas via oral caja con 32 unidades,atacand 32 mg tabletas via oral caja con 32 unidades,Yes,,TRUE,Atacand Candesartán Cilexetilo 32 mg 32 tabletas,Atacand,Candesartán Cilexetilo 32 mg,32 tabletas,
270,atacand 32 mg x 14 tabletas,atacand 32 mg 14 tabletas,Yes,,True ,Atacand candesartán cilexetilo 32 mg 14 tabletas,Atacand,candesartán cilexetilo 32 mg,14 tabletas,0
270,atacand 32 mg x 14 tabletas,atacand 32 mg x 14 tabletas,Yes,,True ,Atacand candesartán cilexetilo 32 mg 14 tabletas,Atacand,candesartán cilexetilo 32 mg,14 tabletas,0
273,atacand plus 32 mg/25 mg 14 tabletas,atacand plus 32 mg25 mg 14 tabletas,No,,True ,atacand plus 32 mg/25 mg 14 tabletas,Atacand Plus,candesartán cilexetilo + hidroclorotiazida 32 mg/25 mg,14 tabletas,0
274,atacand plus 3212.5 mg x 14 comprimidos,atacand plus 3212.5 mg x 14 comprimidos,Yes,,True ,Atacand Plus candesartán cilexetilo + hidroclorotiazida32 mg/12.5 mg 14 comprimidos,Atacand Plus,candesartán cilexetilo + hidroclorotiazida32 mg/12.5 mg,14 comprimidos,0
340,bebida iced capuccino do pinos 250ml 4005 4.2,bebida iced capuccino do pinos 250ml 4005 4.2,Yes,,True ,Dos Pinos bebida iced capuccino 250 ml,Dos Pinos,bebida iced capuccino,250 ml,0
341,bebida iced mocca do pinos 250 ml 4012 4.2,bebida iced mocca do pinos 250 ml 4012 4.2,Yes,,True ,Dos Pinos bebida iced mocca 250 ml,Dos Pinos,bebida iced mocca,250 ml,0
342,bebida iced vainilla do pinos 250 ml 4029 4.2,bebida iced vainilla do pinos 250 ml 4029 4.2,Yes,,True ,Dos Pinos bebida iced vainilla 250 ml,Dos Pinos,bebida iced vainilla,250 ml,0
396,bolsa confite gallito surtido 900gr,bolsa confite gallito surtido 900gr,Yes,,True ,Gallito bolsa confite surtido 900 g,Gallito,bolsa confite surtido,900 g,0
404,brilinta 90 mg 60 comprimidos,brilinta 90 mg 30 comprimidos,Yes,,False ,Brilinta ticagrelor 90 mg 30 comprimidos,Brilinta,ticagrelor 90 mg,30 comprimidos,0
404,brilinta 90 mg 60 comprimidos,brilinta 90 mg 60 comprimidos,Yes,,True ,Brilinta ticagrelor 90 mg 60 comprimidos,Brilinta,ticagrelor 90 mg,60 comprimidos,0
405,brilinta 90 mg x 60 tabletas,brilinta 90 mg x 60 tabletas,Yes,,True ,Brilinta ticagrelor 90 mg 60 tabletas,Brilinta,ticagrelor 90 mg,60 tabletas,0
417,c. el gallito grande refresco natural,c. el gallito grande refresco natural,Yes,,True ,El Gallito refresco natural ,El Gallito,refresco natural,,0
570,chocolate gallito corazn almendra 100 gr desc 40 %,chocolate gallito corazn almendra 100 gr desc 15 %,Yes,,False ,Gallito chocolate corazón almendra desc 15 % 100 g,Gallito,chocolate corazón almendra desc 15 %,100 g,1
570,chocolate gallito corazn almendra 100 gr desc 40 %,chocolate gallito corazn almendra 100 gr desc 40 %,Yes,,True ,Gallito chocolate corazón almendra desc 40 % 100 g,Gallito,chocolate corazón almendra desc 40 %,100 g,1
572,chocolate gallito mlan relleno 12 unidades,chocolate gallito mlan relleno 12 unidades,Yes,,True ,Gallito chocolate milán relleno 12 unidades,Gallito,chocolate milán relleno,12 unidades,0
574,chocolate gallito rompopito 18 un 144 gr,chocolate gallito rompopito 18 un 144 gr,Yes,,True ,Gallito chocolate rompopito 144 g,Gallito,chocolate rompopito,144 g,0
575,chocolate gallito ron centenario,chocolate gallito ron centenario,Yes,,True ,Gallito chocolate ron centenario ,Gallito,chocolate ron centenario,,0
577,chocolate gallito tapita pie de manzana 40 gr,chocolate gallito tapita pie de manzana 40 gr,Yes,,True ,Gallito chocolate tapita pie de manzana 40 g,Gallito,chocolate tapita pie de manzana,40 g,0
578,chocolate gallito tapita tiramis 144g 20 % off,chocolate gallito tapita tiramis 144g 20 % off,Yes,,True ,Gallito chocolate tapita tiramisú 20% desc 144 g,Gallito,chocolate tapita tiramisú 20% desc,144 g,1
581,chocolate miln chocolate gallito 112.8 g 0287 3.7,chocolate miln chocolate gallito 112.8 g 0287 3.7,Yes,,True ,Gallito chocolate milán chocolate 112.8 g,Gallito,chocolate milán chocolate,112.8 g,0
641,combo 1 tropicl te blco.fru cer 2.5 bt 1 gallo pinto deli 500g 1 natilla do pinos con sal combo,combo 1 tropicl te blco.fru cer 2.5 bt 1 gallo pinto deli 500g 1 natilla do pinos con sal combo,Yes,,True ,Tropical combo té blanco + gallo pinto + natilla dos pinos con sal 3 unids,Tropical,combo té blanco + gallo pinto + natilla dos pinos con sal,3 unids,1
650,confite gallito morenito 50 unidades 210 gr,confite gallito menta 50 unidades 210 gramos,Yes,,False ,Gallito confite menta 210 g,Gallito,confite menta,210 g,0
650,confite gallito morenito 50 unidades 210 gr,confite gallito morenito 50 unidades 210 gr,Yes,,True ,Gallito confite morenito 210 g,Gallito,confite morenito,210 g,0
656,copa la estacin bola de helado de rompope gratis,copa la estacin bola de helado de rompope gratis,Yes,,True ,La Estación copa + bola de helado de rompope gratis 1 unid,La Estación,copa + bola de helado de rompope gratis,1 unid,1
657,copa la estacin bola pie de limn gratis,copa la estacin bola pie de limn gratis,Yes,,True ,La Estación copa + bola de helado pie de limón gratis 1 unid,La Estación,copa + bola de helado pie de limón gratis,1 unid,1
658,copa la estacin nieves,copa la estacin nieves,Yes,,True ,La Estación copa nieves ,La Estación,copa nieves,,0
714,crema dulce do pinos,crema dulce do pinos,Yes,,True ,Dos Pinos crema dulce ,Dos Pinos,crema dulce,,0
715,crema dulce do pinos 250 ml 4508 4.2,crema dulce do pinos 250 ml 4508 4.2,Yes,,True ,Dos Pinos crema dulce 250 ml,Dos Pinos,crema dulce,250 ml,0
718,crestor 10 mg 30 tabletas,crestor 10 mg 90 tabletas,No,,False ,Crestor rosuvastatina 10 mg 90 tabletas,Crestor,rosuvastatina 10 mg,90 tabletas,0
720,crestor 40 mg 30 tabletas,crestor 40 mg x 30 tabletas,No,,True ,crestor 40 mg 30 tabletas,Crestor,rosuvastatina 40 mg,30 tabletas,0
750,deli dog clsico t do pinos variedad 500 ml,deli dog clsico t do pinos variedad 500 ml,Yes,,True ,Dos Pinos combo deli dog clásico 1 unid,Dos Pinos,combo deli dog clásico,1 unid,1
757,deligurt fresa do pinos 125 g 4767 7.5,deligurt fresa do pinos 125 g 4767 7.5,Yes,,True ,Dos Pinos deligurt fresa 125 g,Dos Pinos,deligurt fresa,125 g,0
758,deligurt fresa do pinos 750 ml 2238 7.5,deligurt fresa do pinos 750 ml 2238 7.5,Yes,,True ,Dos Pinos deligurt fresa 750 ml,Dos Pinos,deligurt fresa,750 ml,0
765,desayuna con do pinos y la granja,desayuna con do pinos y la granja,Yes,,True ,Dos Pinos desayuna con dos pinos y la granja ,Dos Pinos,desayuna con dos pinos y la granja,,0
769,dip chipotle do pinos 210 g 0607 10.3,dip chipotle do pinos 210 g 0607 10.3,Yes,,True ,Dos Pinos dip chipotle 210 g,Dos Pinos,dip chipotle,210 g,0
770,dip do pinos de cebolla 23,dip do pinos de cebolla 23,Yes,,True ,Dos Pinos dip de cebolla ,Dos Pinos,dip de cebolla,,0
771,dip do pinos jamon serrano,dip do pinos jamon serrano,Yes,,True ,Dos Pinos dip jamón serrano 1 unid,Dos Pinos,dip jamón serrano,1 unid,0
772,dip jamn serrano do pinos 210g 0621 10.3,dip jamn serrano do pinos 210g 0621 10.3,Yes,,True ,Dos Pinos dip jamón serrano 210 g,Dos Pinos,dip jamón serrano,210 g,0
788,do pan pia simple 5 unidadesun paq natilla cremosita c sal del prado 300 grsun litro jugo de naranja do pinos,do pan pia c queso 5 unidadesun paq natilla cremosita c sal del prado 300 grsun litro jugo de naranja do pinos,Yes,,False ,Dos Pinos combo pan piña con queso + natilla cremosita + jugo de naranja 3 unids,Dos Pinos,combo pan piña con queso + natilla cremosita + jugo de naranja,3 unids,0
788,do pan pia simple 5 unidadesun paq natilla cremosita c sal del prado 300 grsun litro jugo de naranja do pinos,do pan pia simple 5 unidadesun paq natilla cremosita c sal del prado 300 grsun litro jugo de naranja do pinos,Yes,,True ,Dos Pinos combo pan piña simple + natilla cremosita + jugo de naranja 3 unids,Dos Pinos,combo pan piña simple + natilla cremosita + jugo de naranja,3 unids,0
789,do pan tipo france un queso crema do pinos 100 grs,do pan tipo france c ajonjoli un queso crema do pinos 100 grs,Yes,,False ,Dos Pinos pan tipo francés con ajonjolí y queso crema 100 g,Dos Pinos,pan tipo francés con ajonjolí y queso crema,100 g,0
789,do pan tipo france un queso crema do pinos 100 grs,do pan tipo france c queso un queso crema do pinos 100 grs,Yes,,True ,Dos Pinos pan tipo francés con queso crema 100 g,Dos Pinos,pan tipo francés con queso crema,100 g,0
789,do pan tipo france un queso crema do pinos 100 grs,do pan tipo france un queso crema do pinos 100 grs,Yes,,True ,Dos Pinos pan tipo francés con queso crema 100 g,Dos Pinos,pan tipo francés con queso crema,100 g,0
790,do pinos 2 pack helado coronado natilla fresa 14 gl desc 25 %,2 pack helado coronado cajeta 14 gl desc 25 %,Yes,,False ,Coronado helado cajeta desc 25% 2 unid x 1.13 L c/u,Coronado,helado cajeta desc 25%,2 unid x 1.13 L c/u,1
790,do pinos 2 pack helado coronado natilla fresa 14 gl desc 25 %,2 pack helado coronado cajeta 14gl desc 25 %,Yes,,False ,Coronado helado cajeta desc 25% 2 unid x 1.13 L c/u,Coronado,helado cajeta desc 25%,2 unid x 1.13 L c/u,1
790,do pinos 2 pack helado coronado natilla fresa 14 gl desc 25 %,2 pack helado coronado crema 14 gl desc 25 %,Yes,,False ,Coronado helado crema desc 25% 2 unid x 1.13 L c/u,Coronado,helado crema desc 25%,2 unid x 1.13 L c/u,1
790,do pinos 2 pack helado coronado natilla fresa 14 gl desc 25 %,2 pack helado coronado frutas 14 gl desc 25 %,Yes,,False ,Coronado helado frutas desc 25% 2 unid x 1.13 L c/u,Coronado,helado frutas desc 25%,2 unid x 1.13 L c/u,1
790,do pinos 2 pack helado coronado natilla fresa 14 gl desc 25 %,2 pack helado coronado frutas 14gl desc 25 %,Yes,,False ,Coronado helado frutas desc 25% 2 unid x 1.13 L c/u,Coronado,helado frutas desc 25%,2 unid x 1.13 L c/u,1
790,do pinos 2 pack helado coronado natilla fresa 14 gl desc 25 %,2 pack helado coronado man 14 gl desc 25 %,Yes,,False ,Coronado helado man desc 25% 2 unid x 1.13 L c/u,Coronado,helado man desc 25%,2 unid x 1.13 L c/u,1
790,do pinos 2 pack helado coronado natilla fresa 14 gl desc 25 %,2 pack helado coronado natilla con fresa 1 4 gl desc 40 %,Yes,,False ,Coronado helado natilla con fresa desc 40% 2 unid x 1.13 L c/u,Coronado,helado natilla con fresa desc 40%,2 unid x 1.13 L c/u,1
790,do pinos 2 pack helado coronado natilla fresa 14 gl desc 25 %,2 pack helado coronado natilla con fresa 14 gl desc 40 %,Yes,,False ,Coronado helado natilla con fresa desc 40% 2 unid x 1.13 L c/u,Coronado,helado natilla con fresa desc 40%,2 unid x 1.13 L c/u,1
790,do pinos 2 pack helado coronado natilla fresa 14 gl desc 25 %,2 pack helado coronado natilla fresa 14 gl desc 25 %,Yes,,False ,Coronado helado natilla fresa desc 25% 2 unid x 1.13 L c/u,Coronado,helado natilla fresa desc 25%,2 unid x 1.13 L c/u,1
790,do pinos 2 pack helado coronado natilla fresa 14 gl desc 25 %,do pinos 2 pack helado coronado natilla fresa 14 gl desc 25 %,Yes,,True ,Dos Pinos helado coronado natilla fresa desc 25% 2 unid x 1.13 L c/u,Dos Pinos,helado coronado natilla fresa desc 25%,2 unid x 1.13 L c/u,1
791,do pinos 2 pack helado deleite naranja holandesa 14 gl desc 45 %,do pinos 2 pack helado deleite naranja holandesa 14 gl desc 45 %,Yes,,True ,Dos Pinos helado deleite naranja holandesa desc 45% 2 unid x 1.13 L c/u,Dos Pinos,helado deleite naranja holandesa desc 45%,2 unid x 1.13 L c/u,1
792,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,2 pack helado gallito milan menta 14 gl desc 40 %,Yes,,False ,Gallito helado milán menta desc 40% 2 unid x 1.13 L c/u,Gallito,helado milán menta desc 40%,2 unid x 1.13 L c/u,1
792,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,2 pack helado gallito milan menta 14 gl desc 50 %,Yes,,False ,Gallito helado milán menta desc 50% 2 unid x 1.13 L c/u,Gallito,helado milán menta desc 50%,2 unid x 1.13 L c/u,1
792,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,2 pack helado gallito milan menta 14gl,Yes,,False ,Gallito helado milán menta 2 unid x 1.13 L c/u,Gallito,helado milán menta,2 unid x 1.13 L c/u,0
792,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,2 pack helado gallito milan menta 14gl desc 40 %,Yes,,False ,Gallito helado milán menta desc 40% 2 unid x 1.13 L c/u,Gallito,helado milán menta desc 40%,2 unid x 1.13 L c/u,1
792,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,2 pack helado gallito milan menta 14gl desc 50 %,Yes,,False ,Gallito helado milán menta desc 50% 2 unid x 1.13 L c/u,Gallito,helado milán menta desc 50%,2 unid x 1.13 L c/u,1
792,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,2 pack helado gallito milan menta 540g 14 gl,Yes,,False ,Gallito helado milán menta 2 unid x 1.13 L c/u,Gallito,helado milán menta,2 unid x 1.13 L c/u,0
792,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,2 pack helado gallito miln menta 14 gl,Yes,,False ,Gallito helado milán menta 2 unid x 1.13 L c/u,Gallito,helado milán menta,2 unid x 1.13 L c/u,0
792,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,2 pack helado gallito miln menta 14 gl desc 30 %,Yes,,False ,Gallito helado milán menta desc 30% 2 unid x 1.13 L c/u,Gallito,helado milán menta desc 30%,2 unid x 1.13 L c/u,1
792,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,2 pack helado gallito miln menta 14 gl desc 40 %,Yes,,False ,Gallito helado milán menta desc 40% 2 unid x 1.13 L c/u,Gallito,helado milán menta desc 40%,2 unid x 1.13 L c/u,1
792,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,3 pack helado gallito milan menta 540g 14 gl desc gl 30 %,Yes,,False ,Gallito helado milán menta desc 30% 3 unid x 1.13 L c/u,Gallito,helado milán menta desc 30%,3 unid x 1.13 L c/u,1
792,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,3 pack helado gallito miln menta 14 gl desc 30 %,Yes,,False ,Gallito helado milán menta desc 30% 3 unid x 1.13 L c/u,Gallito,helado milán menta desc 30%,3 unid x 1.13 L c/u,1
792,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,3 pack helado gallito miln menta 14 gl desc 33 %,Yes,,False ,Gallito helado milán menta desc 33% 3 unid x 1.13 L c/u,Gallito,helado milán menta desc 33%,3 unid x 1.13 L c/u,1
792,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,do pinos 2 pack helado gallito miln menta 14 gl desc 40 %,Yes,,True ,Dos Pinos helado gallito milán menta desc 40% 2 unid x 1.13 L c/u,Dos Pinos,helado gallito milán menta desc 40%,2 unid x 1.13 L c/u,1
793,do pinos 2 pack jugo manzana 100 % lt desc 20 %,do pinos 2 pack jugo manzana 100 % lt desc 20 %,Yes,,True ,Dos Pinos jugo manzana 100% desc 20% 2 unid x 1 L c/u,Dos Pinos,jugo manzana 100% desc 20%,2 unid x 1 L c/u,1
794,do pinos 2 pack natilla la granja 400 gr doy pack desc 35 %,do pinos 2 pack natilla la granja 400 gr doy pack desc 35 %,Yes,,True ,Dos Pinos natilla la granja desc 35 % 2 unid x 400 g c/u,Dos Pinos,natilla la granja desc 35 %,2 unid x 400 g c/u,1
795,do pinos 2 pack nctar manzana y melocotn lt desc 25 %,do pinos 2 pack nctar manzana y melocotn lt desc 25 %,Yes,,True ,Dos Pinos néctar manzana y melocotón desc 25 % 2 unid x 1 L c/u,Dos Pinos,néctar manzana y melocotón desc 25 %,2 unid x 1 L c/u,1
796,do pinos 2 pack queso crema pia 210 gr desc 30 %,do pinos 2 pack queso crema 210 gr desc 30 %,Yes,,False ,Dos Pinos queso crema desc 30% 2 unid x 210 g c/u,Dos Pinos,queso crema desc 30%,2 unid x 210 g c/u,1
796,do pinos 2 pack queso crema pia 210 gr desc 30 %,do pinos 2 pack queso crema pia 210 gr desc 30 %,Yes,,True ,Dos Pinos queso crema piña desc 30% 2 unid x 210 g c/u,Dos Pinos,queso crema piña desc 30%,2 unid x 210 g c/u,1
797,do pinos 2 pack yogurt delactomy fresa 750 ml desc 35 %,do pinos 2 pack yogurt delactomy fresa 750 ml desc 35 %,Yes,,True ,Dos Pinos yogurt delactomy fresa desc 35 % 2 unid x 750 ml c/u,Dos Pinos,yogurt delactomy fresa desc 35 %,2 unid x 750 ml c/u,1
798,do pinos 2x1 chocolate minitapitas bolsa 49 gr,do pinos 2x1 chocolate minitapitas bolsa 49 gr,Yes,,True ,Dos Pinos 2 x 1 chocolate minitapitas Bolsa 49 g,Dos Pinos,2 x 1 chocolate minitapitas,Bolsa 49 g,1
799,do pinos 2x1 helado chocolate con ron 14 g,do pinos 2x1 helado chocolate con ron 14 g,Yes,,True ,Dos Pinos 2 x 1 helado chocolate con ron 1.13 L,Dos Pinos,2 x 1 helado chocolate con ron,1.13 L,1
800,do pinos 2x1 helado napolitano 14 gl,do pinos 2x1 helado napolitano 14 gl,Yes,,True ,Dos Pinos 2 x 1 helado napolitano 1.13 L,Dos Pinos,2 x 1 helado napolitano,1.13 L,1
801,do pinos 2x1 queso procesado americano 192 gr 12 reb,do pinos 2x1 queso procesado americano 192 gr 12 reb,Yes,,True ,Dos Pinos 2 x 1 queso procesado americano 12 reb 192 g,Dos Pinos,2 x 1 queso procesado americano 12 reb,192 g,1
802,do pinos 4 pack yogurt lquido griego plus almendra 200 ml desc 25 %,do pinos 4 pack yogurt lquido griego plus almendra 200 ml desc 25 %,Yes,,True ,Dos Pinos yogurt lquido griego plus almendra 200 ml desc 25 % 4 unids x 200 ml c/u,Dos Pinos,yogurt lquido griego plus almendra 200 ml desc 25 %,4 unids x 200 ml c/u,1
803,do pinos 4 pack yogurt lula topping confitado 120 gr,do pinos 4 pack yogurt lula topping confitado 120 gr,Yes,,True ,Dos Pinos yogurt lula topping confitado 4 unids x 120 g c/u,Dos Pinos,yogurt lula topping confitado,4 unids x 120 g c/u,0
804,do pinos 4 pack yogurt lula topping pecaditos 120 gr,do pinos 4 pack yogurt lula topping pecaditos 120 gr,Yes,,True ,Dos Pinos yogurt lula topping pecaditos 4 unids x 120 g c/u,Dos Pinos,yogurt lula topping pecaditos,4 unids x 120 g c/u,0
805,do pinos 6pack leche uht crec junior lt desc 22 %,do pinos 6pack leche uht crec junior lt desc 22 %,Yes,,True ,Dos Pinos leche uht cre-c junior desc 22 % 6 unids x 1 L c/u,Dos Pinos,leche uht cre-c junior desc 22 %,6 unids x 1 L c/u,1
806,do pinos 8 pack leche coronado uht 3.5 lt desc 15 %,8 pack leche coronado uht 3.5 % lt desc 15 %,Yes,,False ,Coronado leche uht 3.5% desc 15% 8 unids x 1 L c/u,Coronado,leche uht 3.5% desc 15%,8 unids x 1 L c/u,1
806,do pinos 8 pack leche coronado uht 3.5 lt desc 15 %,8 pack leche coronado uht 3.5 lt desc 15 %,Yes,,False ,Coronado leche uht desc 15% 8 unids x 3.5 L c/u,Coronado,leche uht desc 15%,8 unids x 3.5 L c/u,1
806,do pinos 8 pack leche coronado uht 3.5 lt desc 15 %,8 pack leche coronado uht 3.5 lt desc 25 %,Yes,,False ,Coronado leche uht desc 25% 8 unids x 3.5 L c/u,Coronado,leche uht desc 25%,8 unids x 3.5 L c/u,1
806,do pinos 8 pack leche coronado uht 3.5 lt desc 15 %,8 pack leche coronado uht 3.5 lt descuento 25 %,Yes,,False ,Coronado leche uht descuento 25% 8 unids x 3.5 L c/u,Coronado,leche uht descuento 25%,8 unids x 3.5 L c/u,1
